code,nom_voie,type_voie,arr
3035,marigny,avenue,8
3036,mariniers,rue des,14
3037,marinoni,rue,7
3038,mario-nikis,rue,15
3039,mariotte,rue,17
3040,marius-aufan,rue,17
3041,marivaux,rue de,2
3042,marly,passage,17
3043,marmontel,passage,15
3044,marmontel,rue,15
3045,marmousets,rue des,13
3046,marne,quai de la,19
3047,marne,rue de la,19
3048,maroc,impasse du,19
3049,maroc,place du,19
3050,maroc,rue du,19
3051,maronites,rue des,20
3052,marquette,rue,16
3053,marronniers,rue des,16
3054,marseillaise,rue de la,19
3055,marseille,rue de,10
3056,marsollier,rue,2
3057,marsoulan,rue,12
3058,marteau,impasse,18
3059,martel,rue,10
3060,martignac,cité,7
3061,martignac,rue de,7
3062,martin-bernard,rue,13
3063,martin-garat,rue,20
3064,martin-nadaud,place,20
3065,martini,impasse,10
3066,martinique,rue de la,18
3067,marty,impasse,17
3068,martyrs,rue des,9
3069,marx-dormoy,rue,18
3070,maslier,passage,19
3071,maspero,rue,16
3072,masséna,boulevard,13
3073,masséna,impasse,13
3074,masséna,square,13
3075,massenet,rue,16
3076,masseran,rue,7
3077,massif-central,square du,12
3078,massillon,rue,4
3079,massonnet,impasse,18
3080,mathias-duval,rue,13
3081,mathieu,impasse,15
3082,mathis,rue,19
3083,mathurin-moreau,avenue,19
3084,mathurin-régnier,rue,15
3085,mathurins,rue des,9
3086,matignon,avenue,8
3087,maubert,impasse,5
3088,maubert,place,5
3089,maubeuge,rue de,9
3090,maubeuge,square de,9
3091,maublanc,rue,15
3092,mauconseil,rue,1
3093,maure,rue du,3
3094,maurel,passage,5
3095,maurice-barres,place,1
3096,maurice-berteaux,rue,20
3097,maurice-bouchor,rue,14
3098,maurice-de-la-sizeranne,rue,7
3099,maurice-gardette,square,11
3100,maurice-mayer,impasse,13
3101,maurice-mayer,rue,13
3102,maurice-ravel,avenue,12
3103,maurice-ripoche,rue,14
3104,maurice-rollinat,villa,19
3105,maurice-rouvier,rue,14
3106,mausset,impasse,12
3107,mauvais-garcons,rue des,4
3108,mauxins,passage des,19
3109,mayenne,square de la,17
3110,mayet,rue,6
3111,mayran,rue,9
3112,mazagran,impasse de,10
3113,mazagran,rue de,10
3114,mazarine,rue,6
3115,mazas,place,12
3116,mazet,rue,6
3117,meaux,rue de,19
3118,méchain,rue,14
3119,médéah,rue de,14
3120,médéric,rue,17
3121,médicis,rue de,6
3122,mégisserie,quai de la,1
3123,méhul,rue,2
3124,meilhac,rue,15
3125,meissonnier,rue,17
3126,melingue,rue,19
3127,melun,passage de,19
3128,ménars,rue,2
3129,mendelssohn,rue,20
3130,menguy,passage,19
3131,ménilmontant,boulevard de,11-20
3132,ménilmontant,passage de,11
3133,menilmontant,rue de,20
3134,mercoeur,rue,11
3135,mérimée,rue,16
3136,merisiers,sentier des,12
3137,merlin,rue,11
3138,meryon,rue,16
3139,meslay,passage,3
3140,meslay,rue,3
3141,mesnil,rue,16
3142,messageries,rue des,10
3143,messidor,rue,12
3144,messier,rue,14
3145,messine,avenue de,8
3146,messine,rue de,8
3147,metairie,cour de la,20
3148,metz,quai de,19
3149,metz,rue de,10
3150,meuniers,rue des,12
3151,meurthe,rue de la,19
3152,meyerbeer,rue,9
3153,meynadier,rue,19
3154,mézières,rue de,6
3155,michal,rue,13
3156,michaud,cité,19
3157,michel-ange,rue,15
3158,michel-ange,rue,16
3159,michel-ange,villa,16
3160,michel-bréal,rue,13
3161,michel-chasles,rue,12
3162,michel-de-bourges,rue,20
3163,michel-le-comte,rue,3
3164,michel-peter,rue,13
3165,michelet,rue,6
3166,midi,cité du,18
3167,mignard,rue,16
3168,mignet,rue,16
3169,mignon,rue,6
3170,mignot,square,16
3171,mignottes,rue des,19
3172,miguel-hidalgo,rue,19
3173,milan,rue de,9
3174,milcent,rue,20
3175,milleret-de-brou,avenue,16
3176,milne-edwards,rue,17
3177,milord,impasse,18
3178,milton,cité,9
3179,milton,rue,9
3180,mimosas,square des,13
3181,minimes,rue des,3
3182,miollis,rue,15
3183,mirabeau,rue,16
3184,mirbel,rue,5
3185,mire,rue de la,18
3186,miromesnil,rue de,8
3187,mission-marchand,rue de la,16
3188,mizon,rue,15
3189,moderne,avenue,19
3190,moderne,villa,14
3191,mogador,rue,9
3192,moines,rue des,17
3193,moitrier,passage,17
3194,molière,passage,3
3195,moliere,rue,1
3196,molin,impasse,18
3197,molitor,rue,16
3198,molftor,villa,16
3199,mollien,rue,8
3200,monbel,rue de,17
3201,monceau,rue de,8
3202,monceau,square,17
3203,monceau,villa,17
3204,moncey,passage,17
3205,moncey,rue,9
3206,moncey,square,9
3207,mondétour,rue,1
3208,mondovi,rue de,1
3209,monge,place,5
3210,monge,rue,5
3211,mongenot,rue,12
3212,monjol,rue,19
3213,monnaie,rue de la,1
3214,monplaisir,impasse,20
3215,monsieur,rue,7
3216,monsieur-le-prince,rue,6
3217,monsigny,rue,2
3218,montagne-saint-genevieve,rue de la,5
3219,montaigne,avenue,8
3220,montalembert,rue de,7
3221,montalivet,rue,8
3222,montauban,rue de,15
3223,mont-blanc,square du,16
3224,montbrun,passage,14
3225,montbrun,rue,14
3226,montcalm,rue,18
3227,montcalm,villa,18
3228,mont-cenis,passage du,18
3229,mont-cenis,rue du,18
3230,mont-cenis,square du,18
3231,mont-dore,rue du,17
3232,montebello,quai de,5
3233,montebello,rue de,15
3234,monte-cristo,rue de,20
3235,montempoivre,rue de,12
3236,montempoivre,sentier de,12
3237,montenegro,passage du,19
3238,montenotte,rue,17
3239,montéra,rue,12
3240,montespan,avenue,16
3241,montesquieu,rue,1
3242,montessuy,rue de,7
3243,montevideo,rue de,16
3244,montfaucon,rue de,6
3245,montgallet,passage,12
3246,montgallet,rue,12
3247,montgolfier,rue,3
3248,monthiers,cite,9
3249,montholon,rue de,9
3250,montiboeufs,rue des,20
3251,monticelli,rue,14
3252,montlouis,impasse,11
3253,montlouis,rue,11
3254,montmartre,boulevard,2-9
3255,montmartre,rue,1-2
3256,montmartre,rue du faubourg,9
3257,montmorency,avenue de,16
3258,montmorency,boulevard de,16
3259,montmorency,rue de,3
3260,montorgueil,rue,1-2
3261,montparnasse,boulevard du,6-14-15
3262,montparnasse,rue du,6-14
3263,montpensier,rue de,1
3264,montreuil,rue de,11
3265,montsouris,rue de,14
3266,montsouris,square,14
3267,mont-thabor,rue du,1
3268,mont-tonnerre,impasse du,15
3269,montyon,rue de,9
3270,mony,rue,16
3271,morand,rue,11
3272,moreau,rue,12
3273,morere,rue,14
3274,moret,rue,11
3275,morieux,cité,15
3276,morillons,rue des,15
3277,morizot,impasse,17
3278,morland,boulevard,4
3279,morlet,impasse,11
3280,morlot,rue,9
3281,mornay,rue,4
3282,mortier,boulevard,20
3283,morvan,rue du,11
3284,moscou,rue de,8
3285,moselle,passage de la,19
3286,moselle,rue de la,19
3287,moskowa,cité de la,18
3288,mouffetard,rue,5
3289,mouffle,rue,11
3290,moulin,passage,12
3291,moulin-de-beurre,rue du,14
3292,moulin-de-la-pointe,rue du,13
3293,moulin-de-la-vierge,rue du,14
3294,moulin-des-prés,impasse du,13
3295,moulin-des-prés,rue du,13
3296,moulineaux,avenue des,16
3297,moulinet,passage du,13
3298,moulinet,rue du,13
3299,moulin-joly,rue du,11
3300,moulins,rue des,1
3301,moulin-vert,impasse du,14
3302,moulin-vert,rue du,14
3303,mounet-sully,rue,20
3304,mouraud,rue,20
3305,mousquetaires,passage des,12
3306,mousset,impasse,12
3307,mousset-robert,rue,12
3308,moussy,rue de,4
3309,mouton-duvernet,rue,14
3310,mouzaia,rue de la,19
3311,moynet,cité,12
3312,mozart,avenue,16
3313,mozart,impasse,16
3314,mozart,villa,16
3315,muette,chaussee de la,16
3316,muette,rue de la,16
3317,mulhouse,rue de,2
3318,muller,rue,18
3319,murat,boulevard,16
3320,murat,villa,16
3321,muriers,passage des,20
3322,muriers,rue des,20
3323,murillo,rue,8
3324,mussard,rue,17
3325,musset,rue de,16
3326,mutualite,square de la,5
3327,myrha,rue,18
3328,myron-t-herrick,avenue,8
3329,myrtille,villa,13
3330,naboulet,impasse,17
3331,nadar,square,18
3332,nancy,rue de,10
3333,nanettes,rue des,11
3334,nansouty,impasse,14
3335,nansouty,rue,14
3336,nantes,rue de,19
3337,nanteuil,rue,15
3338,naples,rue de,8
3339,napoléon-chaix,rue,15
3340,narbonne,rue de,7
3341,narcisse-diaz,rue,16
3342,nation,place de la,11-12
3343,nation,rue de la,18
3344,national,passage,13
3345,nationale,impasse,13
3346,nationale,place,13
3347,nationale,rue,13
3348,nattier,place,18
3349,navarin,rue,9
3350,navarre,rue de,5
3351,navier,rue,17
3352,necker,rue,4
3353,négrier,cité,7
3354,nélaton,rue,15
3355,nemours,rue de,11
3356,nesles,rue de,6
3357,neuilly,avenue de,16-17
3358,neuve-de-la-chardonniere,rue,18
3359,neuve-des-boulets,rue,11
3360,neuve-du-théatre,rue,15
3361,neuve-popincourt,rue,11
3362,neuve-saint-pierre,rue,4
3363,neva,rue de la,8
3364,nevers,impasse de,6
3365,nevers,rue de,6
3366,newton,rue,16
3367,new-york,avenue de,16
3368,ney,boulevard,18
3369,nice,rue de,11
3370,nicolai,rue,12
3371,nicolas,rue,20
3372,nicolas-charlet,rue,15
3373,nicolas-chuquet,rue,17
3374,nicolas-flamel,rue,4
3375,nicolas-fortin,rue,13
3376,nicolas-houel,rue,5
3377,nicolas-roret,rue,13
3378,nicolas-taunay,rue,14
3379,nicolet,rue,18
3380,nicolo,rue,16
3381,niel,avenue,17
3382,niel,villa,17
3383,niepce,rue,14
3384,nieuport,rue,15
3385,nieuport,villa,13
3386,niger,rue du,12
3387,nil,rue du,2
3388,nobel,rue,18
3389,nocard,rue,15
3390,noel,cité,3
3391,noel-ballay,rue,20
3392,noirot,passage,14
3393,noisiel,rue de,16
3394,noisy-le-sec,rue de,20
3395,nollet,rue,17
3396,nollet,square,17
3397,nollez,cité,18
3398,nom-de-jesus,cour du,11
3399,nonnains-d'hyeres,rue des,4
3400,nord,passage du,19
3401,nord,rue,18
3402,normandie,rue de,3
3403,nortier,cité,19
3404,norvins,rue,18
3405,notre-dame-re-bonne-nouvelle,rue,2
3406,notre-dame-de-la-croix,passage,20
3407,notre-dame-de-lorette,rue,9
3408,notre-dame-de-nazareth,rue,3
3409,notre-dame-de-recouvrance,rue,2
3410,notre-dame-des-champs,rue,6
3411,notre-dame-des-victoires,rue,2
3412,nouvelle,villa,8
3413,nouvelle-gare,rue de la,12
3414,noyer-durand,rue,19
3415,noyon,rue de,17
3416,nungesser-et-coli,rue,16
3417,obelisque,impasse de l',15
3418,oberkampf,rue,11
3419,observatoire,avenue de l',5-6-14
3420,octave-chanute,place,20
3421,octave-feuillet,rue,16
3422,octave-gréard,avenue,7
3423,octave-mirbeau,rue,17
3424,odeon,carrefour de l',6
3425,odéon,place de l',6
3426,odéon,rue de l',6
3427,odessa,rue d',14
3428,odiot,cité,8
3429,oise,quai de l',19
3430,oise,rue de l',19
3431,oiseaux,rue des,3
3432,olier,rue,15
3433,olivet,rue d',7
3434,olivier-de-serres,passage,15
3435,olivier-de-serres,rue,15
3436,olivier-métra,rue,20
3437,olivier-métra,villa,20
3438,olivier-noyer,rue,14
3439,omer-talon,rue,11
3440,omnibus,impasse des,14
3441,onfroy,impasse,13
3442,opéra,avenue de l',1-2
3443,opéra,place de,2-9
3444,opéra,square de l',9
3445,oran,rue d',18
3446,oratoire,rue de l',1
3447,orchampt,rue d',18
3448,orchidées,rue des,13
3449,ordener,rue,18
3450,orfevres,quai des,1
3451,orfevres,rue des,1
3452,orfila,impasse,20
3453,orfila,rue,20
3454,orgemont,rue d',20
3455,orgues,passage des,3
3456,orient,rue de l,18
3457,orillon,rue de l',11
3458,orleans,quai d',4
3459,orleans,square d',9
3460,orleans,villa d',14
3461,orme,rue de l',19
3462,ormeaux,rue des,20
3463,ormesson,rue d',4
3464,ornano,boulevard,18
3465,ornano,passage,18
3466,ornano,square,18
3467,ornano,villa,18
3468,orsay,avenue d',7
3469,orsay,quai d',7
3470,orsel,cité d',18
3471,orsel,rue d',18
3472,orteaux,impasse des,20
3473,orteaux,rue des,20
3474,ortolan,rue,5
3475,oslo,rue d',18
3476,oswaldo-cruz,rue,16
3477,otages,villa des,20
3478,ottoz,villa,20
3479,oudinot,impasse,7
3480,oudinot,rue,7
3481,oudry,rue,13
3482,ouessant,rue d',15
3483,ouest,impasse de l',14
3484,ouest,rue de l',14
3485,ourcq,rue de l',19
3486,ours,cour de l',11
3487,ours,rue aux,3
3488,ozanam,place,6
3489,pache,rue,11
3490,padirac,square de,16
3491,paganini,rue,20
3492,paillet,rue,5
3493,paix,rue de la,2
3494,pajol,rue,18
3495,pajou,rue,16
3496,palais,boulevard du,1-4
3497,palais-bourbon,place du,7
3498,palais-royal,place du,1
3499,palatine,rue,6
3500,palestine,rue de,19
3501,palestro,rue,2
3502,pali-kao,rue de,20
3503,palmyre,rue,13
3504,panama,rue de,18
3505,panier-fleuri,cour du,11
3506,panoramas,passage des,2
3507,panoramas,rue des,2
3508,panoyaux,impasse des,20
3509,panoyaux,rue des,20
3510,panthéon,place du,5
3511,pape-carpentier,rue,6
3512,papillon,rue,9
3513,papin,rue,3
3514,paradis,cité,10
3515,paradis,rue de,10
3516,parc,villa du,19
3517,parc-de-charonnes,chemin du,20
3518,parc-montsouris,avenue du,14
3519,parc-montsouris,rue du,14
3520,parc-montsouris,villa du,14
3521,parc-de-passy,avenue du,16
3522,parc-des-princes,avenue du,16
3523,parc-royal,rue du,3
3524,parchappe,cité,11
3525,parcheminerie,rue de la,5
3526,parent-de-rosan,rue,16
3527,parme,rue de,9
3528,parmentier,avenue,10-11
3529,parmentier,rue,10
3530,parrot,rue,12
3531,partants,rue des,20
3532,parvis-notre-dame,place du,4
3533,pascal,rue,5-13
3534,pas-de-la-mule,rue du,3-4
3535,pasdeloup,place,11
3536,pasquier,rue,8
3537,passy,place de,16
3538,passy,quai de,16
3539,passy,rue de,16
3540,pasteur,boulevard,15
3541,pasteur,rue,11
3542,pasteur-wagner,rue du,11
3543,pastourelle,rue,3
3544,patay,rue de,13
3545,patenne,square,20
3546,patriarches,passage des,5
3547,patriarches,rue des,5
3548,patrice-boudart,villa,16
3549,patures,rue des,16
3550,paturle,rue,14
3551,paul-adam,avenue,17
3552,paul-albert,rue,18
3553,paul-appel,avenue,14
3554,paul-barruel,rue,15
3555,paul-baudry,rue,8
3556,paul-beauregard,place,16
3557,paul-bert,rue,11
3558,paul-blanchet,square,12
3559,paul-bodin,rue,17
3560,paul-borel,rue,17
3561,paul-cézanne,rue,8
3562,paul-chautard,rue,15
3563,paul-crampel,rue,12
3564,paul-de-kock,rue,19
3565,paul-delaroche,rue,16
3566,paul-delmet,rue,15
3567,paul-dérouléde,avenue,1
3568,paul-deroulede,avenue,15
3569,paul-deroulede,square,15
3570,paul-doumer,avenue,16
3571,paul-dubois,rue,3
3572,paul-dupuy,rue,16
3573,paul-escudier,rue,9
3574,paul-féval,rue,18
3575,paul-gervais,rue,13
3576,paul-gilot,square,15
3577,paul-hervieu,rue,15
3578,paul-lelong,rue,2
3579,paul-lenormand,passage,12
3580,paul-louis-courier,impasse,7
3581,paul-louis-courier,rue,7
3582,paul-meurice,rue,20
3583,paul-painlevé,place,5
3584,paul-sauniere,rue,16
3585,paul-strauss,rue,20
3586,paul-valéry,rue,16
3587,paul-verlaine,place,13
3588,paul-verlaine,villa,19
3589,paulin-enfert,rue,13
3590,paulin-méry,rue,13
3591,pauly,rue,14
3592,pavée,rue,4
3593,pavillons,avenue des,17
3594,pavillons,impasse des,18
3595,pavillons,rue des,20
3596,pavillons,villa des,20
3597,payen,rue,15
3598,payenne,rue,3
3599,péan,rue,13
3600,péclet,rue,15
3601,pecquay,passage,4
3602,pégoud,rue,15
3603,péguy,rue,6
3604,peintres,impasse des,2
3605,pekin,passage de,20
3606,pelée,rue,11
3607,pelerin,impasse du,17
3608,pélican,rue du,1
3609,pelleport,rue,20
3610,pelleport,villa,20
3611,pelouze,rue,8
3612,penel,passage,18
3613,pensionnat,rue du,12
3614,penthievre,rue de,8
3615,pepiniere,rue de la,8
3616,perceval,passage de,14
3617,perceval,rue de,14
3618,perchamps,impasse des,16
3619,perchamps,rue des,16
3620,perche,rue du,3
3621,percier,avenue,8
3622,perdonnet,rue,10
3623,pere-corentin,rue du,14
3624,pere-lachaise,avenue du,20
3625,pereire,boulevard,17
3626,pereire,place,17
3627,pergolese,rue,16
3628,périchaux,rue des,15
3629,pérignon,rue,7-15
3630,périgord,square du,20
3631,périgueux,rue de,19
3632,perle,rue de la,3
3633,pernelle,rue,4
3634,pernety,rue,14
3635,perrault,rue,1
3636,perrée,rue,3
3637,perrel,rue,14
3638,perret,passage,13
3639,perreur,passage,20
3640,perreur,villa,20
3641,perrichont,avenue,16
3642,perronet,rue,7
3643,pers,impasse,18
3644,pershing,boulevard,17
3645,pestalozzi,rue,5
3646,petel,rue,15
3647,peterhof,avenue de,17
3648,petiet,rue,17
3649,pétin,impasse,19
3650,petion,rue,11
3651,petit,rue,19
3652,petit-cerf,passage du,17
3653,petit-chateau,rue du,12
3654,petit-modele,cite du,13
3655,petit-moine,rue du,5
3656,petit-musc,rue du,4
3657,petit-pont,place du,5
3658,petit-pont,rue du,5
3659,petite-arche,rue de la,16
3660,petite-boucherie,passage de la,6
3661,petite-pierre,rue de la,11
3662,petite-truanderie,rue de la,1
3663,petits-carreaux,rue des,2
3664,petits-champs,rue des,1-2
3665,petits-hotels,rue des,10
3666,petits-peres,passage des,2
3667,petits-peres,place des,2
3668,petits-peres,rue des,2
3669,petits-ponts,route des,19
3670,petites-ecuries,cour des,10
3671,petites-ecuries,passage des,10
3672,petites-ecurite,rue des,10
3673,petitot,rue,19
3674,pétrarque,rue,16
3675,pétrarque,square,16
3676,pétrelle,rue,9
3677,pétrelle,square,9
3678,peupliers,avenue des,16
3679,peupliers,place des,13
3680,peupliers,rue des,13
3681,peupliers,square des,13
3682,phalsbourg,cité de,11
3683,phalsbourg,rue de,17
3684,philibert-delorme,rue,17
3685,philibert-lucot,rue,13
3686,philidor,impasse,20
3687,philidor,rue,20
3688,philippe-auguste,avenue,11
3689,philippe-auguste,passage,11
3690,philippe-de-champagne,rue,13
3691,philippe-de-girard,rue,10-18
3692,philippe-hecht,rue,19
3693,photographie,impasse de la,5
3694,piat,passage,20
3695,piat,rue,20
3696,picardie,rue de,3
3697,piccini,rue,16
3698,picot,rue,16
3699,picpus,boulevard de,12
3700,picpus,rue de,12
3701,piémontési,rue,18
3702,pierre-au-lard,rue,4
3703,pierre-bayle,rue,20
3704,pierre-brossolette,rue,5
3705,pierre-budin,rue,18
3706,pierre-bullet,rue,10
3707,pierre-charron,impasse,8
3708,pierre-charron,rue,8
3709,pierre-chausson,rue,10
3710,pierre-curie,rue,5
3711,pierre-demours,rue,17
3712,pierre-dupont,rue,10
3713,pierre-foncin,rue,20
3714,pierre-ginier,rue,18
3715,pierre-girard,rue,19
3716,pierre-gourdault,rue,13
3717,pierre-guérin,rue,16
3718,pierre-haret,rue,9
3719,pierre-lampué,place,5
3720,pierre-larousse,rue,14
3721,pierre-le-grand,rue,8
3722,pierre-l'ermite,rue,18
3723,pierre-leroux,rue,7
3724,pierre-le-roy,rue,14
3725,pierre-lescot,rue,1
3726,pierre-levee,rue de la,11
3727,pierre-louys,rue,16
3728,pierre-mille,rue,15
3729,pierre-mouillard,rue,20
3730,pierre-nicole,rue,5
3731,pierre-picard,rue,18
3732,pierre-1er-de-serbie,avenue,8-16
3733,pierre-quillard,rue,20
3734,pierre-sarrazin,rue,6
3735,pierre-sémard,rue,9
3736,pigalle,cité,9
3737,pigalle,place,9
3738,pigalle,rue,9
3739,pihet,rue,11
3740,pillet-will,rue,9
3741,pilleux,cité,18
3742,pinel,place,13
3743,pinel,rue,13
3744,pirouette,rue,1
3745,pissaro,rue,17
3746,piver,passage et impasse,11
3747,piver,passage et impasse,11
3748,pixérécourt,impasse,20
3749,pixérécourt,rue,20
3750,plaine,rue de la,20
3751,plaisance,rue de,14
3752,planchat,rue,20
3753,planchette,impasse de la,3
3754,planchette,ruelle de la,12
3755,plantes,impasse des,14
3756,plantes,rue des,14
3757,plantes,villa des,14
3758,plantin,passage,20
3759,plat-d'étain,rue du,1
3760,platanes,villa des,18
3761,plateau,passage du,19
3762,plateau,rue du,19
3763,platon,rue,15
3764,platre,rue du,4
3765,platrieres,rue des,20
3766,pléiade,rue de la,13
3767,plélo,rue de,15
3768,pleyel,rue,12
3769,plichon,rue,11
3770,plumet,rue,15
3771,poinsot,rue,14
3772,point-du-jour,quai du,16
3773,pointe,sentier de la,20
3774,pointe-d'ivry,rue de la,13
3775,poirier,villa,15
3776,poirier-de-narcay,rue,14
3777,poiriers,sentier des,20
3778,poissonnerie,impasse de la,4
3779,poissonniere,boulevard,2-9
3780,poissonniere,rue,2
3781,poissonniere,rue du faubourg,9-10
3782,poissonniere,villa,18
3783,poissonniers,rue des,18
3784,poissy,rue de,5
3785,poitevins,rue des,6
3786,poitiers,rue de,7
3787,poitou,rue de,3
3788,pole-nord,rue du,18
3789,poliveau,rue de,5
3790,pologne,avenue de,16
3791,polonceau,rue,18
3792,pomereu,rue de,16
3793,pommard,rue de,12
3794,pompe,rue de la,16
3795,ponceau,passage du,2
3796,ponceau,rue du,2
3797,poncelet,passage,17
3798,poncelet,rue,17
3799,pondichéry,rue de,15
3800,poniatowski,boulevard,12
3801,ponscarme,rue,13
3802,pont-a-mousson,rue de,17
3803,pont-aux-biches,passage du,3
3804,pont-aux-chouc,rue du,3
3805,pont-de-grenelle,chaussee du,16
3806,pont-de-grenelle,villa du,15
3807,pont-de-lodi,rue du,6
3808,pont-louis-philippe,rue du,4
3809,pont-mirabeau,rond-point du,15
3810,pont-neuf,place du,1
3811,pont-neuf,rue du,1
3812,ponthieu,rue de,8
3813,pontoise,rue de,5
3814,popincourt,cité,11
3815,popincourt,impasse,11
3816,popincourt,rue,11
3817,port-mahon,rue du,2
3818,port-royal,boulevard de,5-13-14
3819,port-royal,square de,13
3820,port-royal,villa de,13
3821,portalis,rue,8
3822,porte-d'arcueil,avenue de la,14
3823,porte-d'asnieres,avenue de la,17
3824,porte-d'aubervilliers,avenue de la,18-19
3825,porte-d'auteuil,avenue de la,16
3826,porte-d'auteuil,place de la,16
3827,porte-de-bagnolet,avenue de la,20
3828,porte-de-bagnolet,place de la,20
3829,porte-brancion,avenue de la,15
3830,porte-brunet,avenue de la,19
3831,porte-champerret,avenue de la,17
3832,porte-champerret,place de la,17
3833,porte-de-la-chapelle,avenue de la,18
3834,porte-de-charenton,avenue de la,12
3835,porte-de-chatillon,avenue de la,14
3836,porte-de-chatillon,place de la,14
3837,porte-chaumont,place de la,14
3838,porte-de-choisy,avenue de la,13
3839,porte-de-clichy,avenue de la,17
3840,porte-de-clignancourt,avenue de la,18
3841,porte-didot,avenue de la,14
3842,porte-gentilly,avenue de la,14
3843,porte-d'issy,avenue de la,15
3844,porte-d'italie,avenue de la,13
3845,porte-d'ivry,avenue de la,13
3846,porte-des-lilas,avenue de la,19
3847,porte-de-menilmontant,avenue de la,20
3848,porte-molitor,avenue de la,16
3849,porte-molitor,place de la,16
3850,porte-de-montmartre,avenue de la,18
3851,porte-de-montmartre,place de la,18
3852,porte-de-montreuil,avenue de la,20
3853,porte-de-montreuil,place de la,20
3854,porte-de-montrouge,avenue de la,14
3855,porte-de-la-muette,place de la,16
3856,porte-d'orleans,avenue de la,14
3857,porte-de-pantin,avenue de la,19
3858,porte-de-pantin,place de la,19
3859,porte-de-passy,place de la,16
3860,porte-de-la-plaine,avenue de la,15
3861,porte-de-plaisance,avenue de la,15
3862,porte-du-point-du-jour,avenue de la,16
3863,porte-des-poissonniers,avenue de la,18
3864,porte-pouchet,avenue de la,17
3865,porte-du-pre-saint-gervais,avenue de la,19
3866,porte-de-saint-cloud,avenue de la,16
3867,porte-de-saint-cloud,place de la,16
3868,porte-saint-ouen,avenue de la,17-18
3869,porte-de-sevres,avenue de la,15
3870,porte-des-ternes,avenue de la,17
3871,porte-des-ternes,place de la,17
3872,porte-de-vanves,avenue de la,14
3873,porte-de-vanves,place de la,14
3874,porte-de-versailles,place de la,15
3875,porte-de-la-villette,avenue de la,19
3876,porte-de-villiers,avenue de la,17
3877,porte-de-vincennes,avenue de la,12-20
3878,porte-de-vitry,avenue de la,13
3879,portes-blanches,rue des,18
3880,portefoin,rue,3
3881,portugais,avenue des,16
3882,possoz,place,16
3883,postel,cité,11
3884,postes,passages des,5
3885,pot-de-fer,rue du,5
3886,poteau,passage du,18
3887,poteau,rue du,18
3888,poterie,rue de la,1
3889,poterne-des-peupliers,rue de la,13
3890,potier,passage,1
3891,pottier,cité,19
3892,pouchet,passage,17
3893,pouchet,rue,17
3894,poule,impasse,20
3895,poulet,rue,18
3896,poulletier,rue,4
3897,poussin,rue,16
3898,pouy,rue de,13
3899,pradier,rue,19
3900,prague,rue de,12
3901,prairies,rue des,20
3902,pré,rue du,18
3903,préault,rue,19
3904,pré-aux-clercs,rue du,17
3905,pré-saint-gervais,rue du,19
3906,précheurs,rue des,1
3907,presbourg,rue de,8-16
3908,presentation,rue de la,11
3909,président-mithouard,place du,7
3910,président-wilson,avenue du,8-16
3911,presles,impasse de,15
3912,presles,rue de,15
3913,pressoir,impasse du,20
3914,pressoir,rue du,20
3915,prétres,impasse des,16
3916,pretres-saint-germain-l'auxerrois,rue des,1
3917,pretres-saint-severin,rue des,5
3918,prévost,impasse,13
3919,prévost,passage,13
3920,prévost-paradol,rue,14
3921,prévot,rue du,4
3922,prevoyance,rue de la,19
3923,prévoyants,rue des,20
3924,primatice,rue,13
3925,primeveres,impasse des,11
3926,princes,route des,16
3927,princesse,rue,6
3928,printemps,rue du,17
3929,prisse-d'avesnes,rue,14
3930,procession,cité de la,15
3931,procession,passage de la,15
3932,procession,rue de la,15
3933,professeur-louis-renault,rue du,13
3934,progres,impasse du,20
3935,progres,passage du,14
3936,progres,villa du,19
3937,prony,rue de,17
3938,prosper-goubaux,place,8-17
3939,prost,cité,11
3940,proudhon,rue,12
3941,prouvaires,rue des,1
3942,provence,avenue de,9
3943,provence,rue de,8-9
3944,providence,impasse de la,20
3945,providence,rue de la,13
3946,prudhon,avenue,16
3947,pruniers,rue des,20
3948,puebla,passage de,19
3949,puget,rue,18
3950,puisard-de-bicétre,rue du,13
3951,puits,impasse du,19
3952,puits-de-l'ermite,place du,5
3953,puits-de-l'ermite,rue du,5
3954,pusy,cité de,17
3955,puteaux,passage,8
3956,puteaux,passage,8
3957,putigneux,impasse,4
3958,puvis-de-chavannes,rue,17
3959,py,rue de la,20
3960,pyramides,place des,1
3961,pyramides,rue des,11
3962,pyrénées,rue des,20
3963,pyrénées,villa des,20
3964,quatrefages,rue,5
3965,quatre-fils,rue des,3
3966,quate-freres-peignot,rue des,15
3967,quatre-septembre,rue du,2
3968,quatre-vents,rue des,6
3969,quellard,cour,11
3970,quentin-bauchart,rue,8
3971,quercy,square de,20
3972,questré,impasse,11
3973,quinault,rue,15
3974,quincampoix,rue,3-4
3975,quinze-vingts,passage des,12
3976,rabelais,rue,8
3977,racan,square,16
3978,rachel,avenue,18
3979,racine,rue,6
3980,radziwill,rue,1
3981,raffaelli,rue,16
3982,raffet,impasse,16
3983,raffet,rue,16
3984,raguinot,passage,12
3985,rambervilliers,rue de,12
3986,rambouillet,rue de,12
3987,rambouillet,ruelle de,12
3988,rambuteau,rue,1-3-4
3989,rameau,rue,2
3990,ramey,passage,18
3991,ramey,rue,18
3992,rampal,rue,19
3993,rampon,rue,11
3994,ramponneau,rue,20
3995,ramus,rue,20
3996,rancon,impasse,20
3997,ranelach,avenue du,16
