code,nom_voie,type_voie,arr
1,abbaye,rue de l',6
2,abbé-de-l'épée,rue de l',5
3,abbé-gillet,rue de l',16
4,abbé-grégoire,rue de l',6
5,abbé-groult,rue de l',15
6,abbé-patureau,rue de l',18
7,abbé-rousselot,rue de l',17
8,abbesses,passage des,18
9,abbesses,place des,18
10,abbesses,rue des,18
11,abbeville,rue d',9-10
12,abel,rue,12
13,abel-ferry,rue,16
14,abel-hovelacque,rue,13
15,abel-leblanc,passage,12
16,abel-rabaud,rue,11
17,abel-truchet,rue,17
18,aboukir,rue d',2
19,abreuvoir,rue de l',18
20,acacias,passage des,17
20 bis,acacias,rue des,17
21,achille,rue,20
22,achille-luchaire,rue,14
23,achille-martinet,rue,18
24,adjudant-reau,rue de l',20
25,adjudant-vincenot,pl. de l',20
26,adolphe-adam,rue,4
27,adolphe-chérioux,pl.,15
28,adolphe-focillon,rue,14
29,adolphe-jullien,rue,1
30,adolphe-max,place,9
31,adolphe-mille,rue,19
32,adolphe-pinard,boulevard,14
33,adolphe-yvon,rue,16
34,adour,villa de l',19
35,adrien-hébrard,avenue,16
36,adrien-oudin,place,9
37,adrienne,cité,20
37 bis,adrienne,villa,14
38,adrienne-lecouvreur,allée,7
39,adrienne-simon,villa,14
40,affre,rue,18
41,agar,rue,16
42,agent-bailly,rue de l',9
43,agrippa-d'aubigné,rue,4
44,aguesseau,rue d',8
45,aide-sociale,square de l',14
46,aimé-lavy,rue,18
47,aimé-maillart,pl.,17
48,aimé-morot,rue,13
49,aisne,rue de l',19
50,aix,rue d',10
51,alain-chartier,rue,15
52,alasseur,rue,15
53,albéric-magnard,rue,16
54,albert,rue,13
55,albert-bartholomé,avenue,15
56,albert-de-lapparent,rue,7
57,albert-malet,rue,12
58,albert-de-mun,avenue,16
59,albert-1er,cours,8
60,albert-1er-de-monaco,avenue,16
61,albert-samain,rue,17
62,albert-sorel,rue,14
63,albin-cachot,square,13
64,albin-haller,rue,13
65,alboni,rue de l',16
66,alboni,square de l',16
67,alembert,rue d',14
68,alencon,rue d',15
69,alésia,rue d',14
70,alésia,villa d',14
71,alexandre,passage,15
72,alexandre-cabanel,rue,15
73,alexandre-charpentier,rue,17
74,alexandre-dumas,impasse,20
75,alexandre-dumas,rue,11-20
75 bis,alexandre-de-humboldt,rue,14
76,alexandre-lecuyer,impasse,18
76 bis,alexandre-luquet,square,20
77,alexandre-parodi,rue,10
78,alexandre-ribot,villa,19
79,alexandre-iii,avenue,8
80,alexandrie,rue d',2
81,alexandrine,passage,11
82,alfred-bruneau,rue,16
83,alfred-capus,square,16
84,alfred-cornu,rue,5
85,alfred-dehodenco,rue,16
86,alfred-dehodencq,square,16
87,alfred-durand-claye,rue,14
88,alfred-fouillée,rue,13
89,alfred-roll,rue,17
90,alfred-stevens,passage,9
91,alfred-stevens,rue,9
92,alfred-de-vigny,rue,8-17
93,alger,rue d',1
94,algérie,boulevard d',19
95,alibert,rue,10
96,alice,square,14
97,aligre,place d',12
98,aligre,rue d',12
99,aliscamps,square des,16
100,allard,rue,12
101,verte,allée,11
102,allendy,avenue,15
103,allent,rue,7
104,alleray,hameau d',15
105,alleray,impasse d',15
106,alleray,place d',15
107,alleray,rue d',15
108,allier,quai de l',19
109,alma,cité de l',7
110,alma,place de l',8-16
110 bis,alombert,passage,3
111,alouettes,rue des,19
112,alpes,place des,13
113,alphand,avenue,16
114,alphand,rue,13
115,alphonse-aulard,rue,19
116,alphonse-bertillon,rue,15
117,alphonse-daudet,rue,14
118,alphonse-deville,pl.,6
119,alphonse-humbert,pl.,15
120,alphonse-karr,rue,19
121,alphonse-laveran,pl.,5
122,alphonse-de-neuville,rue,17
123,alphonse-penaud,rue,20
124,alphonse-xiii,avenue,16
125,alsace,rue d',10
125 bis,alsace,square d',18
126,alsace,villa d',19
126 bis,alsace-lorraine,cour d',12
127,alsace-lorraine,rue d',19
128,amalia,villa,19
129,amandiers,impasse des,20
130,amandiers,rue des,20
131,amboise,rue d',2
132,ambroise-paré,rue,10
133,ambroise-rendu,avenue,19
134,ambroise-thomas,rue,9
135,amélie,rue,7
136,amélie,villa,20
137,amelot,impasse,11
138,amelot,rue,11
138 bis,amérique-du-nord,rue de l',14
138 ter,amérique-latine,square de l',17
139,ameublement,cité de l',11
140,amiens,rue d',20
141,amiral-bruix,boulevard,16
142,amiral-cloué,rue de l',16
143,amiral-courbet,rue de l',16
144,amiral-d'estaing,rue de l',16
145,amiral-la-ronciere-le-noury,rue de l',12
146,amiral-mouchez,rue de l',13-15
147,amiral-roussin,rue de l',15
148,amiraux,rue des,18
149,amodion,rue de l',20
150,ampere,rue,17
151,amsterdam,impasse d',8
152,amsterdam,rue d',8-9
153,amyot,rue,5
154,anatole-de-la-forge,rue,17
155,anatole-france,quai,17
156,ancienne-comedie,rue de l',6
157,ancre,passage de l',3
158,andigné,rue d',16
159,andré-colledeboeuf,rue,16
160,andré-del-sarte,rue,18
161,andré-dubois,rue,19
162,andré-gill,rue,18
162 bis,andré-lefevre,sq.,5
163,andré-messager,rue,18
164,andre-pascal,rue,16
165,andré-rivoire,avenue,14
166,andre-theuriet,rue,15
167,andrieux,rue,8
168,androuet,rue,18
169,angélique-compoint,rue,18
170,angers,impasse d',18
171,anglais,impasse des,19
172,anglais,rue des,5
173,angouleme,cité d',11
174,anjou,quai d',4
175,anjou,rue d',8
176,anna-de-noailles,sq.,16
177,annam,rue d',20
178,annelets,passage des,19
179,annelets,rue des,19
180,annibal,cité,14
181,annonciation,rue de l',16
182,antin,cité d',9
183,antin,impasse d',8
184,antin,rue d',2
185,antoine-arnauld,rue,16
186,antoine-arnauld,sq.,16
187,antoine-bourdelle,rue,15
188,antoine-caréme,rue,1
189,antoine-chantin,rue,14
190,antoine-dubois,rue,6
191,antoine-leclaire,cour,20
192,antoine-roucher,rue,16
193,antoine-vollon,rue,12
194,antoinette,rue,18
195,antonin-mercier,rue,15
196,anvers,place d',9
197,apennins,rue des,17
198,aqueduc,rue de l',10
199,arago,boulevard,13-14
200,arago,square,13
201,arbalete,rue de l',5
202,arbre-sec,rue de l',1
203,arbustes,rue des,14
204,arcade,rue de l',8
205,arc-de-triomphe,rue de l',17
206,archereau,rue,19
207,archevéché,quai de l',4
208,archives,rue des,3-4
209,arcole,rue d',4
210,arcueil,rue d',14
211,ardennes,rue des,19
212,arenes,rue des,5
213,argenson,rue d',8
214,argenteuil,rue d',1
215,argentine,cité de l',16
216,argentine,rue d',16
217,argonne,place de l',19
218,argonne,rue de l',19
219,argout,rue d',2
220,arioste,rue de l',16
221,aristide-bruant,rue,18
222,armaille,rue d',17
223,armand,villa,18
224,armand-carrel,place,19
225,armand-carrel,rue,19
225 bis,armand-fallières,villa,19
226,armand-gauthier,rue,18
227,armand-moisant,rue,15
228,armand-rousseau,rue,12
229,armenonville,rue d',17
230,armorique,rue de l',15
231,arquebusiers,rue des,3
232,arras,rue d',5
233,arrivée,rue de l',15
234,arsenal,rue de l',4
235,arsene-houssaye,rue,8
236,arsonval,rue d',15
237,arthur-briere,rue,17
238,arthur-ranc,rue,18
239,arthur-rozier,rue,19
239 bis,artistes,cour des,13
240,artistes,rue des,14
241,artois,rue d',8
242,arts,avenue des,17
243,arts,impasse des,12
244,arts,passage des,14
245,arts,villa des,18
246,asile,passage de l',11
247,asile-popincourt,rue de l',11
248,assas,rue d',6
249,asseline,rue,14
250,assomption,rue de l',16
251,astorg,rue d',8
252,astrolabe,impasse de l',15
253,athenes,rue d',9
254,atlas,passage de l',19
255,atlas,rue de l',19
256,aubépine,rue de l',19
257,auber,rue,9
258,aubervilliers,impasse d',19
259,aubervilliers,rue d',18-19
260,aublet,villa,17
261,auboin,rue,17
262,aubriot,rue,4
263,aubry,cité,20
264,aubry-le-boucher,rue,4
265,aude,rue de l',14
266,audran,rue,18
267,auger,rue,20
268,augereau,rue,7
269,auguste-barbier,rue,11
270,auguste-bartholdi,rue,15
271,auguste-blanqui,boulevard,13
272,auguste-blanqui,villa,12
273,auguste-cain,rue,14
274,auguste-chabrieres,rue,15
275,auguste-chabrieres,square,15
276,auguste-chapuis,rue,20
277,auguste-comte,rue,6
278,auguste-dorchain,rue,15
279,auguste-lancon,rue,13
280,auguste-laurent,rue,11
281,auguste-maquet,rue,16
282,auguste-métivier,place,20
283,auguste-métivier,rue,20
284,auguste-mie,rue,14
285,auguste-pavie,avenue,12
286,auguste-vacquerie,rue,16
287,auguste-vitu,rue,15
288,augustin-thierry,rue,19
289,aumaire,rue,3
290,aumale,rue d',9
291,aumont,rue,13
292,aumont-thieville,rue,17
293,aurelle-de-paladines,boulevard,17
294,aurés,passage,17
295,austerlitz,quai d',13
296,austerlitz,rue d',12
297,auteuil,boulevard d',16
298,auteuil,place d',16
299,auteuil,rue d',16
300,ave-maria,rue de l',4
301,avenir,cité de l',11
302,avenir,impasse de l',13
303,avenir,rue de l',20
304,avenue du bois,square de l',16
305,aveyron,square de l',17
306,aviation,rue de l',20
307,avre,rue de l',15
308,avron,rue d',20
309,azais,rue,18
310,babylone,rue de,7
311,bac,rue du,7
312,bachaumont,rue,2
313,bachelet,rue,18
314,baduel,cour,11
315,bagnolet,rue de,20
316,baigneur,rue du,18
317,baigneur,villa du,16
318,baillet,rue,1
319,bailleul,rue,1
320,baillou,rue,14
321,bailly,rue,3
321 bis,bains,cité des,18
322,balard,place,15
323,balard,rue,18
324,baleine,impasse de la,11
325,balkans,rue des,20
326,ballu,rue,9
326 bis,ballu,villa,9
327,balny-d'avricourt,rue,17
327 bis,baltard,rue,1
328,balzac,rue de,8
329,banque,rue de la,2
330,banquier,rue du,13
330 bis,baptiste-renard,place,13
331,baptiste-renard,rue,13
332,barbanegre,rue,19
333,barbes,boulevard,18
334,barbet-de-jouy,rue,7
335,barbette,rue,3
336,barbet-d'aurevilly,avenue,7
337,bardinet,rue,14
338,barentin,rue,20
339,bargue,rue,15
340,baron,rue,17
341,barrault,passage,13
342,barrault,rue,13
343,barrelet-du-ricou,rue,19
344,barréme,passage,19
345,barres,rue des,4
346,barrias,rue,17
347,barrier,impasse,12
348,barrois,passage,3
349,barthélemy,passage,10
350,barthélemy,rue,15
351,barye,rue,17
352,basfour,passage,2
353,basfroi,passage,11
354,basfroi,rue,11
355,bassano,rue de,8-16
356,basse-des-carmes,rue,5
357,bassompierre,rue,4
358,baste,rue,19
359,bastien-lepage,rue,16
360,bastille,boulevard de la,12
361,bastille,place de la,4-11-12
362,bastille,rue de la,4
363,bastion,cité du,17
364,batignolles,boulevard des,8-17
365,batignolles,rue des,17
365 bis,batignolles,square des,17
366,bauches,rue des,16
367,baudelique,rue,18
368,baudoin,passage,13
369,baudot,rue,17
370,baudoyer,place,4
371,baudran,impasse,13
372,baudran,rue,13
373,baudricourt,impasse,18
374,baudricourt,rue,13
375,baudry,rue,15
376,bauer,cité,14
377,baulant,rue,12
378,bausset,rue,15
379,bayard,rue,8
380,bayen,impasse,17
381,bayen,rue,17
382,bayvet,cité,11
383,bazeilles,rue de,5
384,bearn,impasse de,3
385,bearn,rue de,3
386,beaubourg,impasse,3
387,beaubourg,rue,3-4
388,beauce,rue de,3
389,beaucour,avenue,8
390,beaufils,passage,20
391,beaugrenelle,rue,15
392,beauharnais,cité,11
393,beaujolais,passage de,1
394,beaujolais,rue de,1
395,beaujon,rue,8
396,beaujon,square,8
397,beaulieu,passage,12
398,beaumarchais,boulevard,3-4-11
399,beaune,rue de,7
400,beaunier,rue,14
401,beauregard,rue,2
401 bis,beaurepaire,cite,2
402,baurepaire,rue,10
403,beauséjour,boulevard,16
404,beauséjour,villa,16
405,beautreillis,rue,4
406,beauvau,place,8
407,beaux-arts,rue des,6
408,beccaria,rue,12
409,becquerel,rue,18
410,beethooven,rue,16
411,bel-air,avenue du,12
412,bel-air,cour du,12
413,bel-air,villa du,12
414,belfort,rue de,11
415,belgrade,rue de,7
416,belgrand,rue,20
417,belhomme,rue,18
418,bélidor,rue,17
419,bellart,rue,15
420,bellechasse,rue de,7
421,bellefond,rue de,9
422,belles-feuilles,rue des,16
423,belle-gabrielle,avenue de la,12
424,belleville,boulevard de,11-20
425,belleville,rue de,19-20
426,bellevue,rue de,19
427,bellevue,villa de,19
428,belliard,rue,18
429,belliard,villa,18
430,bellier-dedouvre,rue,13
431,bellievre,rue de,13
432,bellini,rue,16
433,bellot,rue,19
434,belloy,rue de,16
435,belvedere,avenue du,19
436,belzunce,rue de,10
437,ben-alad,passage,2
438,bénard,cité,11
439,bénard,rue,14
440,bender,passage,19
441,benjamin-bagnol,passage,20
442,benjamin-constant,rue,19
443,benjamin-godard,rue,16
444,benoit-malon,rue,14
445,benouville,rue,16
446,beranger,hameau,15
447,béranger,rue,3
448,berard,cour,4
449,berbier-du-mets,rue,13
450,bercy,boulevard de,12
451,bercy,quai de,12
452,bercy,rue de,12
452 bis,bercy,square de,12
453,bergame,impasse de,20
454,berger,rue,1
455,bergere,cité,9
456,bergere,rue,9
457,bergers,rue des,15
458,bérite,rue,6
459,berlioz,rue,16
460,berlioz,square,9
461,bernages,rue des,19
462,bernages,sente des,19
463,bernardins,rue des,5
464,bernard-palissy,rue,6
465,berne,rue de,8
466,bernkoff,cité,19
467,bernouilli,rue,8
468,berri,rue de,8
469,berryer,cité,8
470,berryer,rue,8
471,berthaud,impasse,3
472,berthe,rue,18
473,berthier,boulevard,17
474,berthier,villa,17
475,berthollet,rue,5
476,bertie-albrecht,rue,8
477,bertin-poiree,rue,1
478,berton,rue,16
479,bertrand,cité,11
480,bertrand,rue,7
481,bervic,rue,18
482,berzélius,passage,17
483,berzélius,rue,17
484,berzelius,rue prolongee,17
485,beslay,passage,11
486,besnard,villa,15
487,bessières,boulevard,17
488,bessières,rue,17
489,bessin,rue du,15
490,bethune,quai de,4
491,beudant,rue,17
492,bezout,rue,14
493,bichat,rue,10
494,bidassoa,rue de la,20
495,bidault,ruelle,12
496,bienaimé,cité,18
497,bienfaisance,rue de la,8
498,bienvenue,place,15
499,bievre,rue de,5
500,bignon,rue,12
501,bigorre,rue de,14
502,bigot,villa,16
503,bigot,villa,16
504,billon,cité,20
505,biot,rue,17
506,birague,rue de,4
507,biron,escalier,18
508,biscornet,rue,12
509,bisson,cité,20
510,bisson,rue,20
511,bitche,place de,19
512,bixio,rue,7
513,bizerte,rue de,17
514,blainville,rue,5
515,blaise-desgoffe,rue,6
516,blanchard,rue,20
517,blanche,cité,14
518,blanche,place,9
519,blanche,rue,9
520,blanche-antoinette,rue,19
521,blancs-manteaux,rue des,4
522,blanqui,rue,13
523,bleue,rue,9
524,bleus,cour des,2
525,blomet,rue,15
526,blondel,rue,2-3
527,blottiere,impasse,14
528,blottiere,rue,14
529,bluets,rue des,11
530,bobillot,rue,13
531,bocage,rue du,15
532,boccador,rue du,8
533,bochart-de-saron,rue,9
534,bocquet,villa,19
535,boers,villa des,19
536,boeuf,impasse du,4
537,boeufs,impasse des,5
538,boieldieu,place,2
539,boileau,hameau,16
540,boileau,rue,16
541,boileau,villa,16
542,boinod,rue,18
543,bois,rue des,19
544,bois-de-boulogne,rue du,16
545,bois-de-boulogne,square du,16
546,bois-des-caures,rue du,17
547,bois-le-prétre,boulevard du,17
548,bois-le-vent,rue,16
549,boissiere,rue,16
550,boissiere,villa,16
551,boissieu,rue,18
552,boissonade,rue,14
553,boissy-d'anglas,rue,8
554,boiton,passage,13
555,bolivar,square,19
556,bonaparte,rue,6
557,bonhoure,cité,10
558,bonnard,cité,19
559,bonne,rue de la,18
560,bonne-graine,passage de la,11
561,bonne-nouvelle,boulevard,2-10
562,bonne-nouvelle,impasse,10
563,bonnet,rue,18
564,bon-secours,impasse,11
565,bons-enfants,rue des,1
566,borda,rue,3
567,borrégo,impasse du,20
568,borrégo,rue du,20
569,borromée,rue,15
570,bosio,rue,16
571,bosquet,avenue,7
572,bosquet,rue,7
573,bosquet,villa,7
574,bossettes,sentier des,13
575,bossuet,rue,10
576,botha,rue,20
577,botzaris,rue,19
578,bouchardon,rue,10
579,boucher,rue,1
580,bouchet,impasse,19
581,bouchut,rue,15
582,boucicaut,rue,15
582 bis,boucicaut,square,7
583,boucry,rue,18
584,boudin,passage,20
585,boudon,avenue,16
586,boudreau,rue,9
587,boufflers,avenue,16
588,bougainville,rue,7
589,bouilloux-lafont,rue,15
590,boulainvilliers,hameau de,16
591,boulainvilliers,rue de,16
592,boulangers,rue des,5
593,boulard,rue,14
594,boulay,passage,17
595,boulay,rue,17
596,bouleaux,avenue des,19
597,boule-blanche,passage de la,12
598,boule-rouge,impasse de la,9
599,boule-rouge,rue de la,9
600,boulets,rue des,11
601,boulevard du temple,square du,11
602,boulitte,rue,14
603,boulle,rue,11
604,boulnois,place,17
605,bouloi,rue du,1
606,bouquet-de-longchamp,rue du,16
607,bourbon,quai de,4
608,bourbon-le-chateau,rue,6
609,bourdaloue,rue,9
610,bourdin,impasse,8
611,bourdon,boulevard,4
612,bourdonnais,impasse des,1
613,bourdonnais,rue des,1
614,bouret,rue,19
615,bourgeois,rue,14
616,bourg-l'abbe,rue du,3
617,bourg-l'abbé,rue du,3
618,bourgogne,rue de,7
619,bourgoin,impasse,13
620,bourgoin,passage,13
621,bourgoin,rue,13
622,bourg-tibourg,rue du,4
623,bournisien,passage,14
624,boursault,rue,17
625,bourse,place de la,2
626,bourse,rue de la,2
627,bourseul,rue,15
628,boussingault,rue,13
629,boutarel,rue,4
630,boutebrie,rue,5
631,boutin,rue,13
632,boutron,impasse,10
633,boutroux,avenue,13
634,bouvart,impasse,5
635,bouvier,impasse,11
636,bouvines,avenue de,11
637,bouvines,rue de,11
638,boyer,rue,20
639,boyer-barret,rue,14
640,brady,passage,10
641,brancion,impasse,15
642,brancion,rue,15
643,branly,quai,7
644,brantome,rue,3
645,braque,rue de,3
646,bréa,rue,6
647,breche-aux-loups,rue de la,12
648,bréguet,rue,11
649,brémontier,rue,17
650,brésil,place du,17
651,bresse,square de la,16
652,bretagne,rue de,3
653,breteuil,avenue de,7-15
654,breteuil,place de,7-15
655,bretonneau,rue,20
656,bretons,cour des,10
657,bretonvilliers,rue de,4
658,brey,rue,17
659,brézin,rue,14
660,briare,impasse,9
661,bridaine,rue,17
662,brie,passage de la,19
663,briens,sentier,12
664,brignole,rue,16
665,brion-galliera,square,16
666,brillat-savarin,rue,13
667,briquet,passage,18
668,briquet,rue,18
669,briqueterie,rue de la,14
670,brise-miche,rue,4
671,brissac,rue de,4
671 bis,brizieux,square,20
672,broca,passage,13
673,broca,rue,5-13
674,brochant,rue,17
675,brongniart,rue,2
676,brosse,rue de,4
677,brouillards,allée des,18
678,broussais,rue,14
679,brown-séquard,rue,15
680,bruant,rue,13
681,bruller,rue,14
682,brulon,passage,12
683,brune,boulevard,14
684,brune,rue,14
685,brune,villa,14
686,brunel,rue,17
687,bruneseau,rue,13
688,budapest,rue de,9
689,bruoy,passage,12
690,bruxelles,rue de,9
691,bruyères,rue des,15
692,bruyères,villa des,20
693,bucarest,rue de,8
694,bucherie,rue de la,5
695,buci,carrefour de,6
696,buci,rue de,6
697,budapest,place de,9
698,budapest,rue de,9
699,budé,rue,4
700,buenos-aires,rue de,7
701,buffault,rue,9
702,buffon,rue,5
703,bugeaud,avenue,16
704,bugeaud,rond-point,16
705,buis,rue du,16
706,buisson-saint-louis,passage du,10
707,buisson-saint-louis,rue du,10
708,bullant,rue,13
709,bullourde,passage,11
710,buot,rue,13
711,bureau,impasse du,11
712,bureau,passage du,11
713,burnouf,rue,19
714,burq,rue,18
715,butte-aux-cailles,rue de la,13
716,butte-du-chapeau,square de la,19
717,buttes-montmartre,rue des,18
718,buzelin,rue,18
719,buzenval,rue de,20
720,cabanis,rue,14
721,cacheux,rue,13
722,cadet,rue,9
723,cadix,rue de,15
724,cadran,impasse du,18
725,caffarelli,rue,3
726,caffiéri,avenue,13
727,cahors,rue de,19
728,cail,rue,10
729,caillard,impasse,11
730,caillaux,rue,13
731,cailletet,rue,12
732,caillié,rue,18
733,caire,passage du,2
734,caire,rue du,2
735,calais,rue de,9
736,calmels,impasse,18
737,calmels,rue,18
738,calvaire,place du,18
739,calvaire,rue du,18
740,cambacérés,rue,8
741,cambo,rue de,19
742,cambodge,rue du,20
743,cambon,rue,1
744,cambrai,rue de,19
745,cambronne,place,15
746,cambronne,rue,15
747,camélias,rue des,14
748,camélias,villa des,14
749,camille-desmoulins,rue,11
750,camille-douls,rue,20
751,camille-flammarion,rue,18
752,camille-jullian,place,6
753,camille-tahan,rue,18
754,camoens,avenue de,16
755,camou,rue,7
756,campagne-premiere,rue,14
757,campo-formio,rue de,13
758,camulogene,rue,15
759,canada,place du,8
760,canada,rue du,18
761,canart,impasse,12
762,candie,rue de,11
763,candolle,rue,5
764,canettes,rue des,6
765,canivet,rue du,6
766,cannebiere,rue,12
767,canrobert,cité,15
768,cantagrel,rue,13
769,cantal,cour du,11
770,capitaine-ferber,rue du,20
771,capitaine-lagache,rue du,18
772,capitaine-madon,rue du,18
773,capitaine-marchal,rue du,20
774,capitaine-menard,rue du,15
775,capitaine-olchanski,rue du,16
776,capitaine-scott,rue du,15
777,capitaine-tarron,rue du,20
778,caplat,rue,18
779,caporal-peugeot,rue du,17
780,capri,rue de,12
781,capron,rue,18
782,capucines,boulevard des,2-9
783,capucines,rue des,1-2
784,caran-d'ache,rue,17
785,carcel,rue,15
786,cardan,rue,17
787,cardinal-amette,place du,15
788,cardinal-dubois,rue du,18
789,cardinal-guibert,rue du,18
790,cardinal-lavigerie,place du,12
791,cardinal-lemoine,cite du,5
792,cardinal-lemoine,rue du,5
793,cardinal-mercier,rue du,9
793 bis,cardinal-verdier,square du,15
794,cardinale,rue,6
795,cardinet,passage,17
796,cardinet,rue,17
797,carducci,rue,19
798,carmes,rue des,5
799,carnot,avenue,17
800,carnot,boulevard,12
801,carnot,rue,17
802,carnot,villa,17
803,caroline,rue,17
804,carolus-duran,rue,19
805,caron,rue,4
806,carpeaux,rue,18
806 bis,carpeaux,square,18
807,carrier-belleuse,rue,15
808,carrière-mainguet,impasse,11
809,carrieres,chemin des,19
810,carrières,impasse des,16
811,carrières-d'amérique,rue des,19
812,cartellier,avenue,20
813,casablanca,rue de,15
814,cascades,rue des,20
815,casimir-delavigne,rue,6
816,casimir-périer,rue,7
817,caspienne,impasse,20
818,cassette,rue,6
819,cassini,rue,14
820,castagnary,rue,18
821,casteggio,impasse de,20
822,castellane,rue de,8
823,castex,rue,4
824,castiglione,rue de,1
825,catinat,rue,1
826,catulle-mendes,rue,17
827,cauchois,rue,18
828,cauchy,rue,15
829,caulaincourt,rue,18
830,caulaincourt,square,18
831,caumartin,rue,9
832,cavalerie,rue de la,15
833,cavalotti,rue,18
834,cavé,rue,18
835,cavelier-de-la-salle,rue,16
836,cavendish,rue,19
837,cazotte,rue,18
838,celestin,impasse,20
839,celestins,quai des,4
840,cels,rue,14
841,cendriers,rue des,20
842,censier,rue,5
843,centenaire,avenue du,19
844,cépré,rue,15
845,cerisaie,impasse de la,13
846,cerisaie,rue de la,4
847,cerisoles,rue de,8
848,cernuschi,rue,17
849,cervantes,rue,15
850,césar-caire,avenue,8
851,césar-franck,rue,15
852,cesselin,impasse,11
853,cévennes,rue des,15
854,chabanais,rue,2
855,chablis,rue de,12
856,chabrol,cité,10
857,chabrol,rue de,10
858,chaffault,rue du,12
859,chaillot,rue de,16
860,chaise,rue de la,7
861,chalabre,impasse,17
862,chalet,rue du,10
863,chalets,avenue des,16
864,chalgrin,rue,16
865,chaligny,rue,12
866,chalon,impasse de,12
867,chalon,rue de,12
868,chambertin,rue de,12
869,chambery,rue de,15
870,chambiges,rue,8
871,chamfort,rue,16
872,champagne,cité,20
873,champagny,rue,7
874,champaubert,avenue de,15
875,champ-de-l'alouette,rue du,13
876,champ-de-mars,place du,15
877,champ-de-mars,rue du,7
878,champ-de-mars,square du,15
879,champeaux,rue des,20
880,champfleury,rue,7
881,championnet,passage,18
882,championnet,rue,18
883,championnet,villa,18
884,champlain,rue,20
885,champ-marie,passage du,18
886,champollion,rue,5
887,champs-elysees,avenue des,8
888,champs-elysees,rond-point des,8
889,chanaleilles,rue de,7
890,chanez,rue,16
891,chanez,villa,16
892,changarnier,rue,12
893,chanoinesse,rue,4
894,chantemesse,avenue,16
895,chantier,passage du,12
896,chantiers,rue des,5
897,chantilly,rue de,9
898,chanters,rue des,4
899,chanvin,passage,13
900,chanzy,rue,11
901,chapelle,avenue de la,17
902,chapelle,boulevard de la,10-18
903,chapelle,cité de la,18
904,chapelle,impasse de la,18
905,chapelle,place de la,18
906,chapelle,rue de la,18
907,chapon,rue,3
908,chappe,rue,18
909,chaptal,cité,9
910,chaptal,rue,9
911,chapu,rue,16
912,charbonnel,rue,13
913,charbonniere,rue de la,18
914,charbonniers,passage des,15
915,charcot,rue,13
916,chardin,rue,16
917,chardon-lagache,rue,16
918,charente,quai de la,19
919,charenton,rue de,12
920,charlemagne,passage,4
921,charlemagne,rue,4
922,charles-albert,passage,18
923,charles-baudelaire,rue,12
924,charles-bénard,villa,12
925,charles-bernard,place,18
926,charles-bertheau,rue,13
927,charles-bossut,rue,12
928,charles-bourseul,rue,14
929,charles-cazin,rue,15
930,charles-v,rue,4
931,charles-cros,rue,20
932,charles-dallery,passage,11
933,charles-de-foucauld,avenue,12
934,charles-delescluze,rue,11
935,charles-dickens,rue,16
936,charles-dickens,square,16
937,charle-divry,rue,14
938,charles-et-robert,rue,20
939,charles-fillion,place,17
940,charles-floquet,avenue,7
941,charles-fourier,rue,13
942,charles-friedel,rue,20
943,charles-garnier,place,9
944,charles-gerhardt,rue,17
945,charles-girault,avenue,8
946,charles-hermtte,rue,18
947,charles-lamoureux,rue,16
948,charles-laurent,square,15
949,charles-lauth,rue,18
950,charles-lecoq,rue,15
951,charles-le-goffic,rue,14
952,charles-marie-widor,rue,16
953,charles-michels,place,15
954,charles-monselet,rue,19
955,charles-nodier,rue,18
956,charles-petit,impasse,11
957,charles-renouvier,rue,20
958,charles-robin,rue,10
959,charles-tellier,rue,16
960,charles-weiss,rue,15
961,charlot,rue,32
962,charmilles,villa des,15
963,charolais,passage du,12
964,charolais,rue du,12
965,charonne,boulebard de,11-20
966,charonne,rue de,11
967,charras,rue,9
968,charrière,impasse,11
969,chartiere,impasse,5
970,chartran,rue,17
971,chartres,rue de,18
972,chartreux,rue des,6
973,chassaigne-goyon,place,8
974,chasseloup-laubat,rue,15
975,chasseurs,avenue des,17
976,chateau,rue du,14
977,chateaubriand,rue,8
978,chateau-d'eau,rue du,10
979,chateau-des-rentiers,rue du,13
980,chateaudun,rue de,9
981,chateau-landon,rue,10
982,chateau-rouge,place du,18
983,chatelet,place du,1-4
984,chatillon,avenue de,14
985,chatillon,rue de,14
986,chatillon,square de,14
987,chat-qui-péche,rue du,5
988,chauchat,rue,9
989,chaudey,rue,12
990,chaudron,rue,10
991,chaufourniers,rue des,19
992,chamont,rue de,19
993,chaure,square,20
994,chaussee-d'antin,rue de la,9
995,chaussin,passage,12
996,chausson,impasse,10
997,chauveau-lagarde,rue,8
998,chauvelot,rue,15
999,chazelles,rue de,17
1000,chemin-de-fer,rue du,19
1001,chemin-vert,passage du,11
1002,chemin-vert,rue du,11
1003,cheminets,rue des,19
1004,chene-vert,cour du,12
1005,chénier,rue,2
1006,chenu,cité,14
1007,cher,rue du,20
1008,cherbourg,rue de,15
1009,cherbuliez,rue,17
1010,cherche-midi,rue du,15
1011,chéreau,rue,13
1012,chernoviz,rue,16
1013,chéroy,rue de,17
1014,chérubini,rue,2
1015,cheval-blanc,passage du,11
1016,chevaleret,rue du,13
1017,chevalier-de-la-barre,rue du,18
1018,chevaliers,impasse des,20
1019,chevert,rue,7
1020,cheverus,rue de,9
1021,chevet,rue du,11
1022,chevreul,rue,11
1023,chevreuse,rue de,6
