num_imm,type_voie_imm,nom_voie_imm,city
89,avenue de,la bourdonnais,Paris
91,avenue de,la bourdonnais,Paris
93,avenue de,la bourdonnais,Paris
80,rue de,longchamp,Paris
82,rue de,longchamp,Paris
130,quai,louis-blériot,Paris
136,quai,louis-blériot,Paris
1,rue,louis-murat,Paris
3,rue,louis-murat,Paris
111,boulevard,macdonald,Paris
113,boulevard,macdonald,Paris
5,rue,manin,Paris
21,rue,manin,Paris
104,rue,marcadet,Paris
106,rue,marcadet,Paris
15,rue,martel,Paris
23,avenue,montaigne,Paris
25,avenue,montaigne,Paris
26,avenue,montaigne,Paris
62,rue du,mont-cenis,Paris
7,cite,monthiers,Paris
122,rue,montmartre,Paris
39,boulevard de,montmorency,Paris
76,rue,montorgueil,Paris
8,rue de,montyon,Paris
8,rue,oswaldo-cruz,Paris
10,rue,oswaldo-cruz,Paris
57,rue de,ponthieu,Paris
61,cours,albert-1er,Paris
398,cours,albert-1er,Paris
3,cours,albert-1er,Paris
46,cours,albert-1er,Paris
48,cours,albert-1er,Paris
11,rue,raynouard,Paris
107,rue,réaumur,Paris
5,rue des,sablons,Paris
7,rue des,sablons,Paris
82,rue,saint-lazare,Paris
15,rue,samson,Paris
50,avenue,simon-bolivar,Paris
62,avenue,simon-bolivar,Paris
29,rue de la,solidarité,Paris
31,rue de la,solidarité,Paris
47,boulevard,suchet,Paris
65,avenue de,suffren,Paris
67,avenue de,suffren,Paris
69,avenue de,suffren,Paris
71,avenue de,suffren,Paris
135,avenue de,versailles,Paris
67,avenue,victor-hugo,Paris
69,avenue,victor-hugo,Paris
3,place,violet,Paris
5,place,violet,Paris
62,rue,violet,Paris
64,rue,violet,Paris
8,avenue,george-v,Paris
22,rue,stendhal,Paris
7,rue,lacroix,Paris
30,rue,chevert,Paris
5,rue,berzélius,Paris
19,rue de,moscou,Paris
21,rue de,naples,Paris
45,rue,saint-lambert,Paris
19,rue,lamartine,Paris
23,boulevard,berthier,Paris
15,rue,alphand,Paris
2,rue,abel-rabaud,Paris
198,rue de l',abbé-de-l'épée,Paris
17,rue de l',abbé-de-l'épée,Paris
17,rue de l',arsenal,Paris
7,rue de la,cerisaie,Paris
30,avenue,daumesnil,Paris
76,rue des,martyrs,Paris
55,rue des,vinaigriers,Paris
46,boulevard,voltaire,Paris
116,rue de,crimée,Paris
132,rue de,crimée,Paris
11,rue,duguay-trouin,Paris
13,rue,duguay-trouin,Paris
15,rue,duguay-trouin,Paris
13,rue de,lorraine,Paris
15,rue de,lorraine,Paris
33,rue de,lorraine,Paris
20,boulevard du,montparnasse,Paris
117,rue de l',ourcq,Paris
119,rue de l',ourcq,Paris
121,rue de l',ourcq,Paris
37,rue,petit,Paris
17,rue,gustave-courbet,Paris
61,rue,truffaut,Paris
57,rue de l',aqueduc,Paris
4,avenue,hoche,Paris
6,avenue,hoche,Paris
208,rue,raymond-losserand,Paris
10,rue,ferdinand-duval,Paris
41,rue du faubourg,saint-denis,Paris
14,passage de la,bonne-graine,Paris
14,passage de la,bonne-graine,Paris
4,rue,claude-chahu,Paris
140,rue du,théatre,Paris
63,rue,olivier-de-serres,Paris
69,rue,olivier-de-serres,Paris
2,rue,robert-lindet,Paris
4,rue,robert-lindet,Paris
6,rue,robert-lindet,Paris
8,rue,robert-lindet,Paris
10,rue,robert-lindet,Paris
16,rue,abel-hovelacque,Paris
16,rue de la,glacière,Paris
293,rue de,charenton,Paris
295,rue de,charenton,Paris
41,rue des,meuniers,Paris
17,rue,joubert,Paris
17,rue,mogador,Paris
51,rue,claude-decaen,Paris
16,rue de,stael,Paris
69,rue du,moulin-vert,Paris
4,place des,abbesses,Paris
16,rue de,rocroy,Paris
17,rue,boucry,Paris
9,rue,jean-cottin,Paris
46,boulevard,pasteur,Paris
4,rue,guersant,Paris
2,rue,pierre-demours,Paris
40,avenue d',iéna,Paris
6,rue d',aligre,Paris
,,,Paris
11,rue de,balzac,Paris
31,avenue de,friedland,Paris
106,avenue de,friedland,Paris
108,avenue de,friedland,Paris
46,avenue,raymond-poincaré,Paris
34,rue,étienne-dolet,Paris
6,rue,alasseur,Paris
12,rue,alasseur,Paris
16,rue,abel-hovelacque,Paris
6,avenue de,champaubert,Paris
8,avenue de,champaubert,Paris
10,avenue de,champaubert,Paris
76,rue,alexandre-dumas,Paris
105,rue de la,folie-mericourt,Paris
22,boulevard,jules-ferry,Paris
63,rue,brancion,Paris
139,boulevard de,grenelle,Paris
22,rue,baurepaire,Paris
30,boulevard,exelmans,Paris
140,rue,legendre,Paris
6,rue des,fonds-verts,Paris
8,rue des,fonds-verts,Paris
74,avenue de,suffren,Paris
137,avenue de,saint-ouen,Paris
22,rue du,temple,Paris
15,rue,lauriston,Paris
120,rue d',avron,Paris
53,rue du,volga,Paris
75,rue de,javel,Paris
11,rue,chernoviz,Paris
13,rue,chernoviz,Paris
5,rue des,eaux,Paris
1,avenue,frémiet,Paris
3,avenue,frémiet,Paris
28,quai de,passy,Paris
10,rue de la,ville-neuve,Paris
4,rue de,constantinople,Paris
6,rue de,constantinople,Paris
8,boulevard,barbes,Paris
3,rue de l',abbaye,Paris
12,avenue de l',opéra,Paris
61,rue de,rome,Paris
2,rue,sainte-anne,Paris
4,rue de,constantinople,Paris
6,rue de,constantinople,Paris
1,rue,davioud,Paris
1,rue de,naples,Paris
3,rue de,naples,Paris
13,rue,pajou,Paris
15,rue,pajou,Paris
61,rue de,rome,Paris
17,rue,chappe,Paris
25,boulevard,mortier,Paris
2,rue de,bellevue,Paris
3,impasse,compans,Paris
5,impasse,compans,Paris
7,impasse,compans,Paris
58,rue,compans,Paris
64,rue,compans,Paris
72,rue,compans,Paris
7,rue,alphand,Paris
28,rue des,fétes,Paris
3,rue de la,bidassoa,Paris
4,place,martin-nadaud,Paris
2,rue,orfila,Paris
2,rue,orfila,Paris
43,rue des,couronnes,Paris
1,passage,julien-lacroix,Paris
34,rue,julien-lacroix,Paris
145,avenue du,belvedere,Paris
147,avenue du,belvedere,Paris
3,rue des,cottages,Paris
78,rue,saint-louis-en-l'isle,Paris
16,place du,champ-de-mars,Paris
59,rue,letellier,Paris
21,rue,augereau,Paris
10,rue,primatice,Paris
4,rue,mayran,Paris
12,rue de,teheran,Paris
14,rue de,teheran,Paris
10,rue,treilhard,Paris
22,rue de,montpensier,Paris
19,rue des,pyramides,Paris
4,villa,ornano,Paris
77,rue,caulaincourt,Paris
77,rue,caulaincourt,Paris
59,avenue,simon-bolivar,Paris
4,rue,ligner,Paris
12,impasse des,panoyaux,Paris
8,rue des,panoyaux,Paris
10,rue des,panoyaux,Paris
3,rue,benjamin-godard,Paris
6,villa,bocquet,Paris
4,rue,colas,Paris
8,rue des,patriarches,Paris
57,rue de,domrémy,Paris
8,rue de,la sourdiere,Paris
11,rue de la,voute,Paris
15,rue,beaunier,Paris
28,rue,compans,Paris
2,rue,lacroix,Paris
16,villa de,bellevue,Paris
22,rue,saint-germain-l'auxerrois,Paris
39,rue du,docteur-roux,Paris
9,rue,joseph-bara,Paris
11,rue,olivier-de-serres,Paris
1,rue de,metz,Paris
19,boulevard de,strasbourg,Paris
9,avenue de la,soeur-rosalie,Paris
16,impasse,ronce,Paris
70,rue de la,mare,Paris
69,quai de la,tournelle,Paris
158,rue,la fayette,Paris
16,rue,lecourbe,Paris
164,rue du faubourg,saint-denis,Paris
249,rue de,crimée,Paris
251,rue de,crimée,Paris
253,rue de,crimée,Paris
255,rue de,crimée,Paris
257,rue de,crimée,Paris
24,rue,labois-rouillon,Paris
110,rue de l',ourcq,Paris
112,rue de l',ourcq,Paris
133,rue de l',ourcq,Paris
135,rue de l',ourcq,Paris
137,rue de l',ourcq,Paris
19,avenue,secrétan,Paris
116,rue,legendre,Paris
93,rue du,rocher,Paris
24,rue,saint-ferdinand,Paris
68,rue,boursault,Paris
10,rue,hermel,Paris
52,rue de,charenton,Paris
12,rue,claude-pouillet,Paris
14,rue,claude-pouillet,Paris
66,rue d',alleray,Paris
68,rue d',alleray,Paris
36,rue,beaunier,Paris
54,rue de,domrémy,Paris
1,rue,jeanne-d'arc,Paris
45,boulevard,lefebvre,Paris
90,rue,balard,Paris
279,rue de,belleville,Paris
285,rue de,belleville,Paris
40,rue,gérard,Paris
8,place d',italie,Paris
1,avenue de la,soeur-rosalie,Paris
163,rue de,flandre,Paris
20,rue des,lilas,Paris
4,avenue,théophile-gautier,Paris
76,rue,blomet,Paris
20,rue,henri-regnault,Paris
4,cité,jandelle,Paris
1,rue,abel-hovelacque,Paris
141,rue de,saussure,Paris
36,rue,galilee,Paris
45,avenue d',iéna,Paris
