num_imm,type_voie_imm,nom_voie_imm,city
111,rue,saint-denis,Paris
7,rue de,villersexel,Paris
6,ruelle,lauzin,Paris
4,rue du,chevalier-de-la-barre,Paris
4,rue,mayet,Paris
14,rue,clisson,Paris
2,impasse,pers,Paris
45,rue,pajol,Paris
7,passage du,poteau,Paris
41,rue de,seine,Paris
15,rue,monsigny,Paris
5,rue,scribe,Paris
279,rue de,charenton,Paris
141,rue du faubourg,saint-antoine,Paris
35,rue,gauthey,Paris
36,rue,marc-séguin,Paris
44,rue de la,fédération,Paris
5,rue de,compiegne,Paris
4,rue,robert-lecoin,Paris
1,rue,boulard,Paris
11,rue,froideveaux,Paris
12,rue,henri-monnier,Paris
85,rue de,provence,Paris
27,rue de,gergovie,Paris
1,rue,duméril,Paris
5,rue de l',abbé-gillet,Paris
177,rue,jeanne-d'arc,Paris
67,rue,villiers-de-l'isle-adam,Paris
35,rue,rousselet,Paris
58,rue,la condamine,Paris
31,rue,truffaut,Paris
14,rue du,chateau-d'eau,Paris
18,rue de,lancry,Paris
42,rue,ramponneau,Paris
44,rue,ramponneau,Paris
22,rue de,tourtille,Paris
14,impasse,laugier,Paris
16,impasse,laugier,Paris
4,hameau du,danube,Paris
3,rue de l',abbaye,Paris
20,rue d',auteuil,Paris
37,rue,vieille-du-temple,Paris
26,rue,aumaire,Paris
62,boulevard,arago,Paris
64,boulevard,arago,Paris
81,rue,la boetie,Paris
83,rue,la boetie,Paris
85,rue,la boetie,Paris
23,rue du,pont-neuf,Paris
25,rue du,pont-neuf,Paris
11,rue,marinoni,Paris
5,rue,rampal,Paris
57,rue,oberkampf,Paris
11,rue de,bellevue,Paris
181,rue du,chateau-des-rentiers,Paris
29,rue de,dombasle,Paris
6,rue,pradier,Paris
9,place d',aligre,Paris
18,rue d',aligre,Paris
21,rue de,coulmiers,Paris
9,place d',aligre,Paris
18,rue d',aligre,Paris
11,rue,lagrange,Paris
9,rue des,trois-portes,Paris
17,rue du,texel,Paris
11,rue de,navarre,Paris
11,rue de,navarre,Paris
33,rue de la,butte-aux-cailles,Paris
16,rue,vergniaud,Paris
112,rue de,belleville,Paris
18,rue,notre-dame-de-nazareth,Paris
2,rue des,arenes,Paris
23,rue,linné,Paris
4,rue de la,tour,Paris
54,rue,nationale,Paris
6,passage de la,boule-blanche,Paris
8,passage de la,boule-blanche,Paris
10,passage de la,boule-blanche,Paris
50,rue du faubourg,saint-antoine,Paris
22,rue,vandamme,Paris
63,rue des,haies,Paris
65,rue des,haies,Paris
81,avenue de,clichy,Paris
26,rue,berlioz,Paris
7,rue du,commandant-marchand,Paris
5,rue,notre-dame-de-lorette,Paris
9,rue,fénelon,Paris
185,rue de,javel,Paris
61,boulevard,beauséjour,Paris
141,rue du,ranelach,Paris
7,cité,traeger,Paris
9,cité,traeger,Paris
18,villa,daviel,Paris
50,rue,lacordaire,Paris
21,rue,dauphine,Paris
5,rue,vilin,Paris
20,avenue,daumesnil,Paris
34,avenue de,saint-mandé,Paris
14,rue,labois-rouillon,Paris
18,impasse,dury,Paris
32,rue,poncelet,Paris
16,rue de,vichy,Paris
23,rue du,champ-de-l'alouette,Paris
5,rue de l',abbé-de-l'épée,Paris
15,rue de,sévigné,Paris
29,rue,montgallet,Paris
5,rue,sainte-claire-deville,Paris
8,rue,descombes,Paris
8,rue,descombes,Paris
24,rue,tandou,Paris
172,rue du faubourg,saint-antoine,Paris
44,rue,manin,Paris
23,rue du,caire,Paris
9,rue de,poitiers,Paris
64,rue de,verneuil,Paris
66,rue de,verneuil,Paris
84,rue du faubourg,saint-antoine,Paris
21,rue,daunou,Paris
11,rue,volney,Paris
74,rue,mazarine,Paris
1,rue,leuck-mathieu,Paris
42,rue des,prairies,Paris
7,rue,viala,Paris
18,rue,sauffroy,Paris
7,rue du,hameau,Paris
6,rue du,dragon,Paris
8,cité d',angouleme,Paris
70,rue,jean-pierre-timbaud,Paris
2,impasse,lamier,Paris
4,impasse,lamier,Paris
6,impasse,lamier,Paris
8,impasse,lamier,Paris
8,rue,montlouis,Paris
64,rue de,reuilly,Paris
1,rue,boulle,Paris
34,boulevard,richard-lenoir,Paris
34,rue de,paradis,Paris
8,rue,buzelin,Paris
3,passage,gustave-lepeu,Paris
5,passage,gustave-lepeu,Paris
41,rue de,chazelles,Paris
54,rue des,alouettes,Paris
6,rue,jacob,Paris
4,place,auguste-métivier,Paris
35,rue de la,butte-aux-cailles,Paris
7,rue,michal,Paris
9,rue,michal,Paris
53,rue de,tolbiac,Paris
30,rue,brancion,Paris
22,rue des,cinq-diamants,Paris
9,rue,l'olive,Paris
15,rue,malher,Paris
20,rue,pavée,Paris
16,rue,poirier-de-narcay,Paris
68,avenue,félix-faure,Paris
96,avenue,félix-faure,Paris
13,rue,tisserand,Paris
31,rue des,alouettes,Paris
33,rue des,alouettes,Paris
35,rue des,alouettes,Paris
13,rue de,bellechasse,Paris
2,rue,crillon,Paris
54,avenue,ledru-rollin,Paris
14,rue d',ouessant,Paris
17,rue d',ouessant,Paris
19,rue d',ouessant,Paris
21,rue d',ouessant,Paris
35,rue,fontaine,Paris
18,rue de la,banque,Paris
189,rue du faubourg,poissonniere,Paris
25,rue,montéra,Paris
66,avenue de,chatillon,Paris
71,rue des,plantes,Paris
18,rue de,miromesnil,Paris
4,rue,arthur-briere,Paris
9,passage,abel-leblanc,Paris
25,cité,henry,Paris
8,rue,damesme,Paris
8,rue,sedaine,Paris
63,rue de la,victoire,Paris
13,rue des,blancs-manteaux,Paris
101,rue de la,folie-mericourt,Paris
20,boulevard,jules-ferry,Paris
78,rue,pernety,Paris
4,impasse de,joinville,Paris
38,rue,berzélius,Paris
183,rue du faubourg,saint-antoine,Paris
14,rue de,gérando,Paris
1,rue,saint-bernard,Paris
3,rue,saint-bernard,Paris
5,rue,saint-bernard,Paris
305,rue,ordener,Paris
19,rue des,tourelles,Paris
21,rue des,tourelles,Paris
23,rue des,tourelles,Paris
11,cité des,fleurs,Paris
34,rue,montgallet,Paris
6,rue,caulaincourt,Paris
7,rue,damrémont,Paris
19,avenue de la,porte-de-clichy,Paris
5,rue,christophe-colomb,Paris
5,avenue,george-v,Paris
31,rue,ribéra,Paris
1,rue,claude-pouillet,Paris
14,rue,lebouteux,Paris
106,rue des,orteaux,Paris
6,rue,soleillet,Paris
8,rue,soleillet,Paris
10,rue,soleillet,Paris
54,rue d',argout,Paris
44,rue de,campo-formio,Paris
110,rue de,clignancourt,Paris
123,boulevard de l',hopital,Paris
3,rue,abel,Paris
18,rue,ernest-renan,Paris
29,rue de,la sourdiere,Paris
67,rue,notre-dame-de-lorette,Paris
310,rue,saint-martin,Paris
43,rue,mazarine,Paris
28,passage,prévost,Paris
20,rue d',orsel,Paris
11,rue d',orsel,Paris
13,rue d',orsel,Paris
6,villa,amalia,Paris
72,avenue du,général-michel-bizot,Paris
74,avenue du,général-michel-bizot,Paris
22,rue,planchat,Paris
6,rue,las-cases,Paris
14,rue de la,liberté,Paris
160,boulevard,saint-germain,Paris
6,passage,ricaut,Paris
6,villa,poirier,Paris
11,rue de,fourcroy,Paris
19,rue,laugier,Paris
108,rue de,belleville,Paris
24,rue de,gramont,Paris
47,rue,mazarine,Paris
110,boulevard,pereire,Paris
11,impasse des,amandiers,Paris
11,rue,édouard-lockroy,Paris
16,impasse,hautefeuille,Paris
11,rue,meilhac,Paris
100,avenue,parmentier,Paris
12,rue du,caire,Paris
204,rue,saint-denis,Paris
206,rue,saint-denis,Paris
8,rue,étienne-dolet,Paris
7,rue de,menilmontant,Paris
26,rue des,fossés-saint-bernard,Paris
15,rue de,miromesnil,Paris
24,boulevard de,clichy,Paris
1,rue de l',elysee-des-beaux-arts,Paris
130,rue de,rennes,Paris
1,rue,ernest-lacoste,Paris
103,boulevard,poniatowski,Paris
4,impasse de l',astrolabe,Paris
6,impasse de l',astrolabe,Paris
55,boulevard de,picpus,Paris
37,avenue de,saint-mandé,Paris
77,avenue,parmentier,Paris
9,rue de,passy,Paris
10,villa,santos-dumont,Paris
6,avenue des,chasseurs,Paris
30,rue des,jeuneurs,Paris
1,rue,saint-fiacre,Paris
45,avenue,marceau,Paris
47,avenue,marceau,Paris
85,rue,fondary,Paris
21,rue,jean-de-beauvais,Paris
54,rue,sauffroy,Paris
10,rue de,montsouris,Paris
149,boulebard de,charonne,Paris
130,avenue,philippe-auguste,Paris
86,rue des,rigoles,Paris
3,rue,burnouf,Paris
70,boulevard des,batignolles,Paris
70,place du,docteur-felix-lobligeois,Paris
65,rue,legendre,Paris
67,rue,legendre,Paris
81,rue des,orteaux,Paris
15,villa,said,Paris
3,passage,léon,Paris
36,rue,labat,Paris
7,passage,pouchet,Paris
9,rue,barthélemy,Paris
56,avenue,félix-faure,Paris
59,boulevard,garibaldi,Paris
163,avenue de,suffren,Paris
5,pl.,adolphe-chérioux,Paris
26,rue,gauthey,Paris
40,rue de l',ouest,Paris
29,rue de la,parcheminerie,Paris
26,rue de la,py,Paris
33,rue,ordener,Paris
35,rue,bonnet,Paris
18,rue,dupuis,Paris
26,rue,dupuis,Paris
47,boulevard,garibaldi,Paris
49,boulevard,garibaldi,Paris
7,rue,léon-vaudoyer,Paris
54,rue,dutot,Paris
4,rue des,écoles,Paris
100,rue,legendre,Paris
82,rue,nollet,Paris
35,rue de,poissy,Paris
148,boulevard de la,villette,Paris
28,rue du,soleil,Paris
6,rue,gaston-de-saint-paul,Paris
89,rue de la,victoire,Paris
13,rue,sainte-apolline,Paris
139,boulevard de,sebastopol,Paris
14,rue de,langeac,Paris
18,rue des,messageries,Paris
20,rue des,messageries,Paris
10,rue,caillié,Paris
4,rue,mansart,Paris
14,rue,vignon,Paris
33,rue,brunel,Paris
39,rue,réaumur,Paris
41,rue,dunois,Paris
43,rue,dunois,Paris
41,rue,falguiere,Paris
40,boulevard de,vaugirard,Paris
42,boulevard de,vaugirard,Paris
44,boulevard de,vaugirard,Paris
46,boulevard de,vaugirard,Paris
63,rue,vergniaud,Paris
136,avenue d',italie,Paris
99,boulevard,macdonald,Paris
101,boulevard,macdonald,Paris
3,rue des,abbesses,Paris
9,passage,thionville,Paris
28,rue,censier,Paris
43,rue de,bourgogne,Paris
45,rue de,bourgogne,Paris
176,rue de la,convention,Paris
4,rue,copernic,Paris
22,rue des,dames,Paris
1,rue,eugène-millon,Paris
8,rue de,flandre,Paris
10,rue de,flandre,Paris
9,rue du,général-aubé,Paris
21,rue,jean-giraudoux,Paris
1,rue,nollet,Paris
7,rue de,seine,Paris
9,rue de,seine,Paris
1,rue,soufflot,Paris
16,rue,soufflot,Paris
12,rue,toullier,Paris
25,villa,lefebvre,Paris
2,place,dancourt,Paris
185,avenue du,maine,Paris
18,rue de,pomereu,Paris
36,avenue de la,porte-didot,Paris
11,rue,bellini,Paris
22,rue du,ruisseau,Paris
18,rue,bréguet,Paris
20,rue,bréguet,Paris
41,rue,monsieur-le-prince,Paris
40,rue,alexandre-dumas,Paris
2,rue,letort,Paris
62,rue,lhomond,Paris
118,rue du,chateau,Paris
,,,Paris
21,rue du,parc-montsouris,Paris
7,rue du,mont-cenis,Paris
2,rue,saint-rustique,Paris
5,rue,remy-et-jean-de-gourmont,Paris
5,rue de,tlemcen,Paris
2,rue,édouard-jacques,Paris
25,rue,raymond-losserand,Paris
262,rue de,charenton,Paris
9,rue,jaucourt,Paris
50,rue,marius-aufan,Paris
161,rue de,javel,Paris
6,passage de,lourmel,Paris
11,rue de l',asile-popincourt,Paris
2,rue de l',abbé-grégoire,Paris
76,rue du,chateau,Paris
42,rue,vercingétorix,Paris
47,boulevard,poniatowski,Paris
22,rue des,rigoles,Paris
140,avenue de,villiers,Paris
1,rue,anatole-de-la-forge,Paris
8,rue,anatole-de-la-forge,Paris
1,boulebard de,charonne,Paris
76,boulebard de,charonne,Paris
78,boulebard de,charonne,Paris
23,rue,galvani,Paris
4,rue des,vignoles,Paris
6,rue des,vignoles,Paris
37,rue,bonnet,Paris
59,rue du faubourg,saint-denis,Paris
11,rue,bobillot,Paris
19,rue de,bellechasse,Paris
4,rue,saint-dominique,Paris
1,boulevard,saint-germain,Paris
225,boulevard,saint-germain,Paris
2,rue,charles-dickens,Paris
9,rue,yvart,Paris
7,impasse des,trois-soeurs,Paris
17,rue de la,comete,Paris
72,rue,falguiere,Paris
82,rue du faubourg,saint-martin,Paris
2,rue,commines,Paris
2,rue,commines,Paris
11,rue,simon-le-franc,Paris
90,rue de,turenne,Paris
26,rue de,gramont,Paris
4,rue,malher,Paris
15,rue d',armaille,Paris
8,rue des,colonels-renard,Paris
10,rue des,colonels-renard,Paris
160,rue de,courcelles,Paris
41,rue,quincampoix,Paris
10,rue du,regard,Paris
15,rue,fauvet,Paris
2,avenue,frémiet,Paris
24,quai de,passy,Paris
7,rue,chappe,Paris
14,rue des,trois-freres,Paris
16,rue de,buci,Paris
75,rue de,seine,Paris
14,rue,falguiere,Paris
147,rue de,vaugirard,Paris
3,rue du,commandant-marchand,Paris
5,rue du,commandant-marchand,Paris
8,rue,henner,Paris
45,rue de,lévis,Paris
2,avenue du,bel-air,Paris
31,rue de,constantinople,Paris
17,avenue de,saint-mandé,Paris
3,avenue du,trone,Paris
107,rue de l',ouest,Paris
6,rue,ernest-et-henri-rouselle,Paris
19,boulevard de,magenta,Paris
89,rue,pierre-demours,Paris
48,rue,letellier,Paris
50,rue,letellier,Paris
54,rue,letellier,Paris
77,rue des,prairies,Paris
68,rue,stendhal,Paris
70,rue,stendhal,Paris
43,rue de,montpensier,Paris
48,rue de,richelieu,Paris
43,rue de la,gaité,Paris
53,rue,notre-dame-des-champs,Paris
68,rue,saint-andré-des-arts,Paris
70,rue,saint-andré-des-arts,Paris
1,rue,saint-roch,Paris
14,rue,saint-roch,Paris
26,rue d',oran,Paris
32,rue du,cotentin,Paris
23,rue d',alésia,Paris
1,rue,barrault,Paris
31,rue,barrault,Paris
7,rue,lally-tollendal,Paris
1,rue,claude-tillier,Paris
4,rue,claude-tillier,Paris
18,rue,damesme,Paris
8,rue de,jarente,Paris
29,rue,jouye-rouve,Paris
37,boulevard,garibaldi,Paris
1,rue,gutenberg,Paris
15,rue,gutenberg,Paris
29,rue,pérignon,Paris
31,rue,pérignon,Paris
29,rue de la,procession,Paris
7,rue du,départ,Paris
9,rue de la,tombe-issoire,Paris
54,rue du,roi-de-sicile,Paris
56,rue du,roi-de-sicile,Paris
37,rue,albert,Paris
38,rue des,terres-au-cure,Paris
23,rue du,pré-saint-gervais,Paris
44,avenue de,breteuil,Paris
46,avenue de,breteuil,Paris
48,avenue de,breteuil,Paris
50,avenue de,breteuil,Paris
3,villa de,ségur,Paris
5,villa de,ségur,Paris
3,rue,ernest,Paris
75,rue,lamarck,Paris
75,rue,lamarck,Paris
217,rue de la,croix-nivert,Paris
39,passage,choiseul,Paris
41,passage,choiseul,Paris
36,rue,dalayrac,Paris
38,rue,dalayrac,Paris
41,rue,monge,Paris
37,rue des,cordelieres,Paris
42,rue,boulard,Paris
2,rue,charle-divry,Paris
1,avenue de,ségur,Paris
29,avenue de,ségur,Paris
46,rue,truffaut,Paris
35,rue,archereau,Paris
37,rue,archereau,Paris
43,rue,archereau,Paris
45,rue,archereau,Paris
48,pl.,aimé-maillart,Paris
4,rue,desbordes-valmore,Paris
19,rue,santos-dumont,Paris
95,rue de,tocqueville,Paris
20,rue de,beaujolais,Paris
15,rue des,petits-champs,Paris
21,rue,bezout,Paris
1,rue de la,cure,Paris
66,avenue,mozart,Paris
11,rue,princesse,Paris
2,rue de la,smala,Paris
21,rue de la,smala,Paris
1,avenue,émile-zola,Paris
3,avenue,émile-zola,Paris
28,rue,monsieur-le-prince,Paris
69,cite du,cardinal-lemoine,Paris
15,rue de,saussure,Paris
13,rue des,prairies,Paris
15,rue des,prairies,Paris
66,rue,mazarine,Paris
27,rue,turgot,Paris
21,rue de,berri,Paris
1,rue,clapeyron,Paris
4,rue,laferriere,Paris
24,rue de,moscou,Paris
26,rue de,moscou,Paris
93,rue,saint-honoré,Paris
36,rue des,poissonniers,Paris
17,rue de la,vistule,Paris
19,rue de la,vistule,Paris
19,rue,malar,Paris
10,rue,gauthey,Paris
3,rue,tholozé,Paris
32,rue,tiquetonne,Paris
1,rue d',écosse,Paris
3,rue de,lanneau,Paris
7,rue,beaugrenelle,Paris
12,rue des,mariniers,Paris
14,rue des,mariniers,Paris
25,rue d',alsace,Paris
0,rue,ambroise-thomas,Paris
148,rue du faubourg,saint-denis,Paris
182,rue du faubourg,saint-denis,Paris
103,rue de la,croix-nivert,Paris
105,rue de la,croix-nivert,Paris
7,passage,thiéré,Paris
9,passage,thiéré,Paris
11,passage,thiéré,Paris
29,passage,thiéré,Paris
31,passage,montgallet,Paris
26,rue des,bergers,Paris
47,rue de la,convention,Paris
95,rue,saint-charles,Paris
97,rue,saint-charles,Paris
77,rue de,gergovie,Paris
5,rue,lambert,Paris
108,avenue de la,république,Paris
25,rue,saulnier,Paris
3,rue,philippe-hecht,Paris
19,rue des,ardennes,Paris
24,rue des,ardennes,Paris
26,rue des,ardennes,Paris
28,rue des,ardennes,Paris
129,avenue des,champs-elysees,Paris
32,rue de,thionville,Paris
34,rue de,thionville,Paris
36,rue de,thionville,Paris
28,rue,vernet,Paris
11,rue,pauly,Paris
32,rue,dupleix,Paris
34,rue,dupleix,Paris
83,boulevard de,grenelle,Paris
2,passage,boiton,Paris
13,rue de la,butte-aux-cailles,Paris
21,rue d',arcole,Paris
11,rue,victor-cousin,Paris
13,rue,victor-cousin,Paris
15,avenue de,lamballe,Paris
2,impasse,nansouty,Paris
1,villa du,parc-montsouris,Paris
7,rue des,deux-avenues,Paris
6,rue,boussingault,Paris
45,rue des,grands-champs,Paris
35,rue de,la jonquiere,Paris
15,rue,léopold-bellan,Paris
16,rue du,gabon,Paris
109,avenue de,saint-mandé,Paris
14,cité,henry,Paris
19,impasse des,souhaits,Paris
150,rue,vandal,Paris
37,rue,jonquoy,Paris
80,rue du,moulin-vert,Paris
76,cours de,vincennes,Paris
24,rue de l',amiral-roussin,Paris
26,rue de l',amiral-roussin,Paris
2,impasse,brancion,Paris
4,impasse,brancion,Paris
110,rue,brancion,Paris
9,rue du,dragon,Paris
7,rue,neuve-du-théatre,Paris
18,impasse,roussin,Paris
44,rue des,cendriers,Paris
1,passage des,muriers,Paris
6,passage des,muriers,Paris
99,boulebard de,charonne,Paris
33,rue de la,gare-de-reuilly,Paris
36,rue,liancourt,Paris
45,rue,liancourt,Paris
10,rue,berger,Paris
26,rue,gassendi,Paris
1,rue,paul-strauss,Paris
16,rue,paul-strauss,Paris
31,rue,rousselet,Paris
137,rue,vercingétorix,Paris
11,rue,lesdiguieres,Paris
13,rue,lesdiguieres,Paris
11,rue,saint-antoine,Paris
11,rue,notre-dame-de-recouvrance,Paris
28,rue,poissonniere,Paris
121,boulevard,davout,Paris
123,boulevard,davout,Paris
139,boulevard,davout,Paris
3,rue,abel-hovelacque,Paris
1,rue,nicolas,Paris
2,rue,nicolas,Paris
3,rue,nicolas,Paris
4,rue,nicolas,Paris
18,rue,maison-dieu,Paris
49,rue de la,harpe,Paris
63,rue,pierre-demours,Paris
36,rue de la,pompe,Paris
1,rue,lacaze,Paris
3,rue,lacaze,Paris
46,rue d',auteuil,Paris
2,rue,donizetti,Paris
22,rue de,paradis,Paris
25,rue,hérold,Paris
7,impasse,routy-philippe,Paris
13,rue,émile-chaine,Paris
13,rue,nord,Paris
14,rue,nord,Paris
18,rue de la,pepiniere,Paris
22,rue de la,pepiniere,Paris
17,rue des,beaux-arts,Paris
13,rue,bonaparte,Paris
21,rue,campagne-premiere,Paris
1,passage d',enfer,Paris
149,rue de,rennes,Paris
22,rue de,bourgogne,Paris
24,rue de,bourgogne,Paris
74,rue de la,pompe,Paris
60,rue du,roi-de-sicile,Paris
79,avenue,parmentier,Paris
70,rue de,grenelle,Paris
70,rue de,belleville,Paris
70,boulevard de,grenelle,Paris
4,rue du,bac,Paris
1,villa d',alsace,Paris
7,rue de l',abbé-grégoire,Paris
39,rue,stendhal,Paris
6,villa,spontini,Paris
14,rue de la,folie-regnault,Paris
33,avenue du,général-michel-bizot,Paris
35,avenue du,général-michel-bizot,Paris
37,avenue du,général-michel-bizot,Paris
41,avenue du,général-michel-bizot,Paris
62,rue,ducouédic,Paris
15,rue,daniel-stern,Paris
4,rue des,rondeaux,Paris
25,rue,navarin,Paris
53,rue,belliard,Paris
34,rue,pajol,Paris
36,rue,pajol,Paris
6,rue de l',abbé-grégoire,Paris
16,rue,achille-martinet,Paris
18,rue,achille-martinet,Paris
4,rue,candolle,Paris
37,rue,daubenton,Paris
10,rue,jeanne-hachette,Paris
21,rue,tournefort,Paris
4,rue,georges-bizet,Paris
23,avenue,marceau,Paris
20,rue,oudinot,Paris
21,rue de la,mare,Paris
6,rue,paul-strauss,Paris
47,rue,lhomond,Paris
49,rue,lhomond,Paris
15,avenue,bugeaud,Paris
154,rue de la,pompe,Paris
82,avenue,félix-faure,Paris
84,avenue,félix-faure,Paris
163,rue de,lourmel,Paris
68,rue de l',aqueduc,Paris
30,boulevard de,picpus,Paris
32,boulevard de,picpus,Paris
7,rue du,pré-aux-clercs,Paris
1,rue du,sahel,Paris
3,rue du,sahel,Paris
5,rue du,sahel,Paris
7,rue du,sahel,Paris
3,rue,sibuet,Paris
81,rue d',alésia,Paris
77,rue,blanche,Paris
87,boulevard,diderot,Paris
11,rue,manuel,Paris
5,rue,desargues,Paris
9,rue,leroux,Paris
2,cité,leclaire,Paris
21,rue,riblette,Paris
18,rue,saint-joseph,Paris
117,avenue,jean-jaurés,Paris
24,rue,rennequin,Paris
57,boulevard,victor,Paris
85,rue,damrémont,Paris
86,rue,damrémont,Paris
108,rue,jean-pierre-timbaud,Paris
37,rue de,clichy,Paris
1,rue de,liége,Paris
2,impasse du,mont-tonnerre,Paris
27,rue,nicolo,Paris
1,rue de l',abbé-groult,Paris
17,rue,lacepede,Paris
20,rue,jean-pierre-timbaud,Paris
27,avenue de la,république,Paris
44,rue,saint-georges,Paris
9,rue des,muriers,Paris
11,rue des,muriers,Paris
33,rue de l',arbre-sec,Paris
35,rue de l',arbre-sec,Paris
37,rue de l',arbre-sec,Paris
1,rue,bailleul,Paris
11,rue,bailleul,Paris
8,rue de,gentilly,Paris
146,rue de,rivoli,Paris
148,rue de,rivoli,Paris
152,rue,ampere,Paris
2,rue,collette,Paris
87,avenue de,saint-ouen,Paris
28,rue,lhomond,Paris
30,rue,lhomond,Paris
2,rue,rataud,Paris
4,rue,rataud,Paris
20,rue du,bac,Paris
30,rue du,bac,Paris
126,avenue,alphonse-xiii,Paris
128,avenue,alphonse-xiii,Paris
17,rue,desaix,Paris
48,rue de la,fédération,Paris
21,rue de l',abbé-grégoire,Paris
240,boulevard,saint-germain,Paris
5,rue,lecourbe,Paris
4,rue,henri-monnier,Paris
34,rue,laferriere,Paris
10,rue de,charonne,Paris
61,rue,traversiere,Paris
88,rue,lamarck,Paris
10,rue,chabanais,Paris
14,villa,sainte-marie,Paris
18,rue,germain-pilon,Paris
75,rue des,moines,Paris
24,rue,sauffroy,Paris
89,rue,bobillot,Paris
6,rue,lacretelle,Paris
36,rue des,amandiers,Paris
18,rue des,quatre-vents,Paris
6,rue,coetlogon,Paris
0,passage,barrault,Paris
42,rue de l',agent-bailly,Paris
1,rue,pétrarque,Paris
,,,Paris
8,rue,bergere,Paris
22,rue du,pré-saint-gervais,Paris
4,rue du,marché-saint-honoré,Paris
8,rue,olivier-métra,Paris
8,rue,olivier-noyer,Paris
10,rue,olivier-noyer,Paris
257,rue de,belleville,Paris
67,rue des,fétes,Paris
50,rue,boissiere,Paris
31,rue,scheffer,Paris
13,rue des,fontaines-du-temple,Paris
15,rue des,fontaines-du-temple,Paris
116,rue de,clignancourt,Paris
50,rue,nord,Paris
3,rue de l',agent-bailly,Paris
5,rue de l',agent-bailly,Paris
5,rue de l',agent-bailly,Paris
17,rue,bouilloux-lafont,Paris
20,rue de,la vacquerie,Paris
93,rue,leblanc,Paris
95,rue,leblanc,Paris
166,rue de la,roquette,Paris
10,rue,troyon,Paris
62,rue,chapon,Paris
50,rue,la boetie,Paris
3,avenue,perrichont,Paris
14,avenue,perrichont,Paris
12,rue,saint-julien-le-pauvre,Paris
53,rue,boileau,Paris
12,passage de,clichy,Paris
27,passage de,clichy,Paris
21,rue de,romainville,Paris
1,avenue,élisée-reclus,Paris
28,rue des,apennins,Paris
38,rue de,clichy,Paris
57,rue des,mathurins,Paris
3,rue,frédéric-sauton,Paris
82,rue,championnet,Paris
38,rue,letort,Paris
40,rue,letort,Paris
67,rue de,cléry,Paris
12,rue,chaudron,Paris
243,rue du faubourg,saint-martin,Paris
33,rue,lucien-sampaix,Paris
42,rue des,vinaigriers,Paris
7,rue,papin,Paris
98,boulevard de,sebastopol,Paris
5,rue,desprez,Paris
7,rue,desprez,Paris
78,rue,legendre,Paris
100,boulevard,richard-lenoir,Paris
85,rue,saint-maur,Paris
7,rue,léontine,Paris
38,rue,sébastien-mercier,Paris
72,boulevard de,clichy,Paris
11,passage,ronce,Paris
53,rue du,docteur-blanche,Paris
2,cité,aubry,Paris
2,cité,aubry,Paris
15,rue de,bagnolet,Paris
9,rue,saint-blaise,Paris
431,rue,saint-blaise,Paris
2,rue,saint-blaise,Paris
122,rue,saint-blaise,Paris
1,rue des,trois-couronnes,Paris
176,avenue du,maine,Paris
2,rue des,plantes,Paris
4,rue des,plantes,Paris
110,boulevard de,belleville,Paris
49,rue de,meaux,Paris
51,rue de,meaux,Paris
53,rue de,meaux,Paris
15,rue du,moulin-de-la-vierge,Paris
129,rue de l',ouest,Paris
31,avenue,secrétan,Paris
44,rue,arthur-rozier,Paris
4,rue des,mignottes,Paris
143,avenue de la,porte-de-vincennes,Paris
7,square de l',aide-sociale,Paris
14,rue de,lille,Paris
66,rue d',amsterdam,Paris
68,rue d',amsterdam,Paris
70,rue d',amsterdam,Paris
72,rue d',amsterdam,Paris
72,rue d',amsterdam,Paris
27,rue de l',assomption,Paris
29,rue de l',assomption,Paris
2,rue,barrelet-du-ricou,Paris
10,rue,barrelet-du-ricou,Paris
25,rue des,bauches,Paris
35,boulevard,beauséjour,Paris
2,passage du,bureau,Paris
4,passage du,bureau,Paris
6,passage du,bureau,Paris
18,rue de la,butte-aux-cailles,Paris
20,rue de la,butte-aux-cailles,Paris
90,rue,cambronne,Paris
12,rue des,carrières-d'amérique,Paris
14,rue des,carrières-d'amérique,Paris
16,rue des,carrières-d'amérique,Paris
30,rue,castagnary,Paris
28,rue du,champ-de-mars,Paris
30,rue du,champ-de-mars,Paris
32,rue du,champ-de-mars,Paris
74,avenue des,champs-elysees,Paris
37,rue,charcot,Paris
4,rue,charles-dickens,Paris
166,rue de,charonne,Paris
168,rue de,charonne,Paris
49,rue de,clichy,Paris
68,boulevard de,courcelles,Paris
34,rue de,courcelles,Paris
36,rue de,courcelles,Paris
88,rue de la,croix-nivert,Paris
30,rue du,docteur-lancereaux,Paris
5,passage,doisy,Paris
66,rue,dutot,Paris
3,rue,edmond-roger,Paris
4,rue de l',abbaye,Paris
4,avenue,emile-acollas,Paris
6,avenue,emile-acollas,Paris
8,avenue,emile-acollas,Paris
10,avenue,emile-acollas,Paris
6,rue,émile-augier,Paris
65,rue des,entrepreneurs,Paris
20,boulevard,flandrin,Paris
5,avenue,franklin-d-roosevelt,Paris
10,passage des,acacias,Paris
2,passage des,acacias,Paris
216,passage des,acacias,Paris
4,passage des,acacias,Paris
199,passage des,acacias,Paris
25,rue,hermel,Paris
1,rue,jacques-offenbach,Paris
1,rue,jules-lefebvre,Paris
2,rue,jules-lefebvre,Paris
3,rue,jules-lefebvre,Paris
4,rue,jules-lefebvre,Paris
,,,Paris
87,avenue de,la bourdonnais,Paris
